13,0.001468
38,0.001447
404,0.001433
11,0.001401
29,0.001386
296,0.001379
337,0.001356
303,0.001352
290,0.001352
95,0.001346
359,0.001342
139,0.001331
84,0.001326
300,0.001322
417,0.001318
419,0.001314
318,0.001312
100,0.00131
345,0.001301
266,0.001282
250,0.001275
43,0.001266
373,0.001259
402,0.001255
5,0.001251
440,0.001248
324,0.001244
411,0.00123
101,0.001228
162,0.001223
277,0.001212
178,0.001209
408,0.001208
401,0.001207
391,0.001206
438,0.001204
129,0.001197
326,0.001194
333,0.001183
366,0.001183
160,0.001173
387,0.001167
381,0.001159
146,0.00114
138,0.001101
193,0.001099
453,0.00109
422,0.001079
232,0.001073
433,0.001046
335,0.001041
99,0.001028
259,0.001027
425,0.001022
341,0.001007
85,0.000992
89,0.000992
295,0.000963
163,0.00096
10,0.000959
367,0.000954
317,0.000954
233,0.000952
94,0.000948
448,0.000946
302,0.000935
430,0.000931
390,0.000922
312,0.000921
304,0.000915
251,0.00091
92,0.000909
371,0.000902
14,0.000902
358,0.000899
72,0.000886
314,0.000883
261,0.000882
369,0.000882
305,0.000875
260,0.000871
88,0.00087
97,0.000862
56,0.000855
272,0.00085
12,0.000843
171,0.000838
378,0.000828
287,0.000827
414,0.000826
377,0.000825
447,0.000823
190,0.000817
155,0.000812
280,0.000804
252,0.000786
256,0.000782
207,0.00078
269,0.000779
286,0.000775
104,0.000774
315,0.000773
64,0.000767
442,0.000756
235,0.000753
352,0.00075
347,0.000738
393,0.000736
8,0.000732
247,0.000732
128,0.000725
253,0.000722
244,0.000711
299,0.00071
311,0.000702
107,0.000702
372,0.0007
329,0.00069
81,0.000687
198,0.000673
270,0.000669
397,0.000668
158,0.000661
189,0.000659
185,0.000653
421,0.000651
78,0.000636
55,0.000635
28,0.000632
268,0.000631
228,0.000625
79,0.000623
61,0.000621
241,0.000618
445,0.000615
34,0.000613
109,0.000609
262,0.000605
165,0.000604
223,0.000603
416,0.000602
66,0.000582
343,0.000566
213,0.000564
336,0.000561
167,0.000559
338,0.000546
141,0.000546
307,0.000542
45,0.000528
46,0.000527
74,0.000524
203,0.000521
93,0.000519
176,0.000511
292,0.000509
432,0.000508
306,0.0005
117,0.000498
196,0.000491
0,0.000482
327,0.000478
216,0.000473
62,0.000469
225,0.000468
384,0.000467
323,0.000457
65,0.000454
424,0.000451
439,0.000428
154,0.000424
400,0.000421
166,0.00042
221,0.000408
255,0.000407
243,0.000405
399,0.000398
7,0.000396
123,0.000388
120,0.000384
349,0.000383
267,0.000378
179,0.00037
274,0.000365
172,0.000351
63,0.000345
143,0.000344
37,0.000337
278,0.000335
96,0.000332
132,0.000332
236,0.000312
111,0.000307
396,0.000306
226,0.000305
201,0.000295
410,0.000295
437,0.000295
392,0.00029
187,0.000271
67,0.000269
279,0.000268
240,0.000268
222,0.000265
161,0.00026
353,0.000259
54,0.000257
102,0.000255
153,0.000255
49,0.000252
231,0.000249
186,0.000247
330,0.000237
316,0.000234
202,0.000229
168,0.000228
70,0.000222
135,0.00022
36,0.000217
263,0.000216
230,0.000212
413,0.000209
309,0.000201
446,0.000191
418,0.000186
118,0.000181
239,0.00018
144,0.000174
114,0.000171
376,0.000171
388,0.000166
68,0.000166
328,0.000164
215,0.000164
110,0.000163
308,0.000161
58,0.000156
282,0.000155
76,0.000155
35,0.000147
275,0.000146
443,0.000135
234,0.000135
180,0.000135
170,0.000127
436,0.000126
149,0.000124
134,0.000118
183,0.000116
412,0.000116
195,0.000114
164,0.000109
334,0.000107
348,0.000105
383,0.000105
197,0.000103
288,0.000101
301,0.000098
27,0.000097
31,0.00009
360,0.000086
200,0.000086
103,0.000082
346,0.000081
47,0.000081
51,0.000079
364,0.000079
356,0.000075
289,0.000074
108,0.00007
415,0.000065
87,0.000061
444,0.000057
355,0.000056
59,0.000055
142,0.000053
145,0.000052
133,0.000051
237,0.000051
191,0.000049
184,0.000047
291,0.000046
206,0.000045
273,0.000041
2,0.000041
340,0.000035
115,0.000033
209,0.000032
112,0.000029
224,0.000028
199,0.000026
119,0.000025
368,0.000024
71,0.000023
246,0.000022
220,0.00002
169,0.000017
52,0.000017
137,0.000016
208,0.000016
125,0.000013
50,0.000013
177,0.000012
73,0.000007
105,0.000004
194,0.000003
121,0.000001
69,0.000001
150,0.000001
229,0.000001
116,0.000001
211,0
131,0
122,0
3,0
91,0
322,0
217,0
441,0
386,0
361,0
379,0
271,0
