493,0.040754
492,0.026442
472,0.01643
495,0.014892
204,0.014245
489,0.014072
487,0.01309
455,0.012178
484,0.01217
479,0.012042
460,0.011702
16,0.011129
17,0.011084
478,0.010882
477,0.010631
490,0.010394
429,0.010148
481,0.009369
494,0.00915
483,0.009109
173,0.00897
452,0.008902
450,0.008561
486,0.008492
285,0.008313
18,0.008097
491,0.008069
451,0.007921
471,0.007756
22,0.007627
20,0.007626
124,0.00755
474,0.007272
480,0.006876
463,0.006622
284,0.006407
475,0.006336
205,0.006255
82,0.006239
459,0.006221
23,0.006145
449,0.005903
461,0.005856
48,0.005655
342,0.005512
476,0.00546
248,0.005379
214,0.005203
83,0.005203
456,0.00507
15,0.005028
44,0.004931
435,0.004797
175,0.00473
375,0.004729
242,0.004439
30,0.004361
420,0.004235
351,0.004204
458,0.004161
485,0.00416
156,0.004129
467,0.004071
482,0.00407
181,0.004059
174,0.00404
464,0.004028
313,0.004015
466,0.003987
39,0.003921
148,0.003917
465,0.003856
249,0.003839
21,0.003814
454,0.003808
90,0.003717
488,0.003693
227,0.003651
332,0.00365
192,0.003613
325,0.003554
77,0.00351
294,0.003483
297,0.003461
470,0.003436
276,0.003436
147,0.003428
468,0.003409
24,0.003391
159,0.003373
469,0.00335
157,0.003339
152,0.003335
33,0.003314
473,0.003283
19,0.003217
98,0.003215
32,0.003115
188,0.002996
264,0.002966
457,0.002965
42,0.002867
344,0.002863
219,0.002818
257,0.002778
398,0.002768
126,0.002731
151,0.002679
57,0.002648
281,0.002646
212,0.002621
140,0.002604
113,0.002596
385,0.002583
127,0.002561
363,0.00243
389,0.00241
428,0.002406
86,0.002401
1,0.002382
350,0.002364
75,0.00234
462,0.002302
60,0.0023
407,0.002258
25,0.002253
423,0.002251
130,0.002235
4,0.002219
298,0.002219
320,0.002116
258,0.002054
382,0.001993
374,0.001986
426,0.001985
6,0.00197
136,0.001956
53,0.001954
406,0.001932
26,0.001909
41,0.001907
106,0.001888
218,0.001881
339,0.00187
283,0.001868
238,0.001851
409,0.001829
293,0.001828
254,0.001819
394,0.001804
403,0.001798
357,0.001794
182,0.001789
405,0.001722
265,0.001706
395,0.001693
380,0.001689
370,0.001654
362,0.001638
9,0.001635
427,0.001615
319,0.001606
210,0.001584
431,0.001579
434,0.001576
310,0.001558
321,0.001553
80,0.001545
354,0.001533
40,0.001506
245,0.001488
365,0.001488
331,0.001473
