MCNC.1.1,MCNC.1.2,MCNC.1.3,MCNC.1.4,MCNC.1.5,MCNC.1.6,MCNC.1.7,MCNC.1.8,MCNC.1.9,MCNC.1.10,MCLCNC.1.1,MCLCNC.1.2,MCLCNC.1.3,MCLCNC.1.4,MCLCNC.1.5,MCLCNC.1.6,MCLCNC.1.7,MCLCNC.1.8,MCLCNC.1.9,MCLCNC.1.10,all.1.1,all.1.2,all.1.3,all.1.4,all.1.5,all.1.6,all.1.7,all.1.8,all.1.9,all.1.10
0.00019330821761772178,6.74486988765395e-05,6.74486988765395e-05,0.00019330821761772178,0.00017919080789337625,6.74486988765395e-05,0.0,0.0003866164352354435,0.00011178027035108515,0.0003521708824638212,0.0,0.00028029593556012233,0.0001814907392749961,0.0002951579978131327,0.0,0.00028029593556012233,0.00020166656362864403,0.00030226741318881145,0.00029228762273272,0.0,0.00020119630468532095,0.00018123040998554738,0.00017619324834235642,0.00011973837325512558,0.000185936891817955,0.00012864649896665394,0.00012216639498091163,0.00022563666488953685,4.8678510959943116e-05,9.77331159847293e-05
0.0003923815713180913,0.00025159180751980554,0.00025159180751980554,0.0003923815713180913,0.00021695039352756266,0.00025159180751980554,0.0,0.0,0.00022858024547557553,9.509750973504791e-05,0.0,0.0005026638362664483,0.0008161160462578013,0.00025745722049057567,0.0004799429924672438,0.0005026638362664483,0.0002321638643949436,0.00043153661736394517,0.00043417044073091953,0.0,0.0005039104997996224,0.0004960868265992609,0.0005711466787715162,0.0004865944113500945,0.0005240209442261021,0.00044964189431268123,0.00028959811991019057,0.000708823975353455,0.0003398202852457296,0.0003302403187546584
0.00046360220363759883,0.0007867543461631672,0.0007867543461631672,0.00046360220363759883,0.0010488800016617004,0.0007867543461631672,0.0007937195841333435,0.000567485027667538,0.0008240664069978465,0.0012396536887623573,0.00030647081686847427,0.0004018064220206226,0.0004674625446679044,0.0001956655285784381,0.0005733862766724604,0.0004018064220206226,0.00045683817778228287,0.0004053705052032735,0.0004511964875900547,0.00030647081686847427,0.00031978257664969247,0.00039990177514694926,0.0003850079942117217,0.0003475134077054645,0.00035021848260035737,0.000321356997953461,0.0002911913602506604,0.00027923297015240256,0.0002489055140432632,0.0003139770868122565
0.001800034001948723,0.0014800293991189743,0.0015569188532168583,0.001800034001948723,0.001279838715986614,0.0015569188532168583,0.0014617744132311645,0.0021096909714916016,0.0014555687231589446,0.0015764411393004388,0.003319807009279488,0.001499413725987733,0.0018585844757365022,0.0020333268939705103,0.003167189891853519,0.001499413725987733,0.002799596178065643,0.001676558751834807,0.0015978776735703507,0.003319807009279488,0.000815932434475385,0.0009372126593699517,0.0010081304519115174,0.0008780821336094083,0.001029240719117313,0.0009568571982592062,0.0009924038830749508,0.001150571277371406,0.0009766918672288337,0.0010826159153658073
0.000871853487305153,0.000751237995672061,0.000751237995672061,0.000871853487305153,0.0008444583470825534,0.000751237995672061,0.0004514361272825604,0.0010485211051492113,0.0007164023801631429,0.0004097096153392345,0.0019467458360443908,0.0011722166509790634,0.001113228626846291,0.0014772036844332426,0.0016095869761678732,0.0011722166509790634,0.0008847700911062113,0.0011589921912065913,0.0010506691347116001,0.0019467458360443908,0.0006202065368709084,0.0008868518851292373,0.0007817613834856025,0.0008929593733215161,0.0005877946772714629,0.0006129937450622685,0.0005476115849532817,0.00039923934951677806,0.000694525537000615,0.0007396825802914996
0.00024969740356760257,2.730014406198459e-05,2.730014406198459e-05,0.00024969740356760257,7.03883406177931e-05,2.730014406198459e-05,0.0,0.0004632554889816511,2.0475108046488443e-05,0.0,0.0,7.653947977020389e-05,0.0,9.497371956879318e-05,0.00019830780778759094,7.653947977020389e-05,4.642684188738893e-05,7.100660430349133e-05,9.198247831471626e-05,0.0,0.00011422475159083092,0.00022001469466160524,0.0002340731907227554,0.0003565142893687487,0.0002491754208301155,0.00023169357418295722,0.00016823039835232387,0.00011659937276679333,0.0002176765421743019,0.0002607000696918147
1.889237605168028e-05,0.0007354233107742413,0.0007354233107742413,1.889237605168028e-05,0.0005758949254232226,0.0007354233107742413,0.0008055059812995541,0.0,0.0006900333942945786,0.0007233282720032013,0.00024934917130911495,0.0002583263940335211,0.00039191348189778277,0.00019567454614967408,0.0,0.0002583263940335211,0.00023532948113899266,0.00023047163196919756,0.00022417629135813773,0.00024934917130911495,0.00029079518037243286,0.0003830939115510202,0.0004904321352524265,0.000394943082664097,0.0004437855512254862,0.000415539259960632,0.0004994305847341809,0.00033949185150608253,0.00038831500582265396,0.0004419318870289321
0.0010984831524695332,0.0018857888464818729,0.0018879277289454055,0.0010984831524695332,0.0016489616604961164,0.0018879277289454055,0.000896166056395854,9.053407020918354e-05,0.0016694767049031446,8.287904246160824e-05,0.00036958304927353365,0.0010894955122746771,0.0010432519416690164,0.0013173392030077866,0.00018297461101223067,0.0010894955122746771,0.00017805263921082335,0.0011899530431018499,0.0010370517151196054,0.00036958304927353365,0.002049119174541969,0.001799628580030275,0.0018638928668435449,0.0017778184503481169,0.001870559043067246,0.0019339815860330315,0.0020539064721930445,0.001604215701648233,0.0021801741666873584,0.0018859006295222755
0.0005874043713078518,0.0002643553135144717,0.0003011163457747128,0.0005874043713078518,0.00033726949784822566,0.0003011163457747128,0.0002790582996955043,0.00036659191651610746,0.00022589903502359625,0.0003763593480845834,0.0008133589463177347,0.0005746439396642596,9.876492195096963e-05,0.0005964713023429388,0.00043818385010476244,0.0005746439396642596,0.0007431616613141324,0.0005838034800917624,0.00045323087839923415,0.0008133589463177347,0.0005132276212318005,0.000676330986853467,0.0006886936023526459,0.0007554785188612677,0.0006329775918247458,0.0005926239929923568,0.0005235207012176082,0.0007407606965819894,0.00041558957545936094,0.0005232462117112169
0.0008079457107546452,0.000758758613247407,0.000758758613247407,0.0008079457107546452,0.0013885464655541307,0.000758758613247407,0.0008765858326681326,0.0010109498215581632,0.0013041009786749955,0.0011121552361078942,0.0015135250682868462,0.0011622776827764142,0.0012853007104586223,0.0010832361269957954,0.0011608578242483574,0.0011622776827764142,0.0013978968465196131,0.0012000775246621162,0.00102257446733476,0.0015135250682868462,0.0010968109288198586,0.0012159547429608653,0.001227816052786825,0.0010071190319230977,0.0012296291632079858,0.0012413947155681816,0.0008630981223896651,0.0013038079304395344,0.001289524074618532,0.0007858046335298952
