MCNC.1.1,MCNC.1.2,MCNC.1.3,MCNC.1.4,MCNC.1.5,MCNC.1.6,MCNC.1.7,MCNC.1.8,MCNC.1.9,MCNC.1.10,MCLCNC.1.1,MCLCNC.1.2,MCLCNC.1.3,MCLCNC.1.4,MCLCNC.1.5,MCLCNC.1.6,MCLCNC.1.7,MCLCNC.1.8,MCLCNC.1.9,MCLCNC.1.10,all.1.1,all.1.2,all.1.3,all.1.4,all.1.5,all.1.6,all.1.7,all.1.8,all.1.9,all.1.10
0.00016242539161591407,0.011376303247815453,0.00016242539161591407,-0.002796449177609581,0.032180479055149994,-0.002796449177609581,0.011376303247815453,0.02321302828340277,0.032180479055149994,0.00016242539161591407,-0.010455044557339166,-0.010455044557339166,-0.03297361458610769,-0.025805178390195305,-0.010455044557339166,-0.026035610517543682,-0.026035610517543682,-0.026035610517543682,-0.027896708233721368,-0.025805178390195305,-0.014720092151737918,0.007541520987875749,0.007541520987875749,0.0039303545252482724,0.009918241430400737,0.009918241430400737,-0.004344402684220212,0.007541520987875749,0.009918241430400737,0.007541520987875749
0.004366610709396174,-0.0025221138470377658,0.004366610709396174,0.005378849287929019,-0.019460388679334664,0.005378849287929019,-0.0025221138470377658,-0.00972639464979913,-0.019460388679334664,0.004366610709396174,-0.021256113817126054,-0.021256113817126054,-0.08873612389662189,-0.15493407396104014,-0.021256113817126054,-0.13366048080855292,-0.13366048080855292,-0.13366048080855292,-0.09337973685192796,-0.15493407396104014,0.0837278747843675,-0.03612042532751092,-0.03612042532751092,-0.015591892549089659,-0.030284598899693704,-0.030284598899693704,-0.018862761598777977,-0.03612042532751092,-0.030284598899693704,-0.03612042532751092
-0.009234040996523751,0.0008535153883221236,-0.009234040996523751,0.006163781742400287,0.02478273338676765,0.006163781742400287,0.0008535153883221236,0.009782119020459334,0.02478273338676765,-0.009234040996523751,-0.003999732419127322,-0.003999732419127322,-0.1934280863505624,-0.12196007194864444,-0.003999732419127322,-0.10138705260315561,-0.10138705260315561,-0.10138705260315561,-0.08015809561995413,-0.12196007194864444,-0.37813647285829344,-0.23269757964190485,-0.23269757964190485,-0.27325862388257227,-0.24599691114970912,-0.24599691114970912,-0.12861785846763685,-0.23269757964190485,-0.24599691114970912,-0.23269757964190485
0.033027439285037596,0.09902940984518027,0.033027439285037596,-0.06433959559457114,0.16865214570994572,-0.06433959559457114,0.09902940984518027,0.1274634245084174,0.16865214570994572,0.033027439285037596,-0.05959271109427822,-0.05959271109427822,0.21726478505479463,0.10600208011668943,-0.05959271109427822,0.07998688225663164,0.07998688225663164,0.07998688225663164,0.028765921362877034,0.10600208011668943,-0.0646483652144152,-0.16878689403128533,-0.16878689403128533,-0.17397365413117427,-0.16826680941961047,-0.16826680941961047,-0.07870628973394167,-0.16878689403128533,-0.16826680941961047,-0.16878689403128533
0.07801221449497864,0.08167787698346474,0.07801221449497864,0.050258757837513074,0.14170894322987226,0.050258757837513074,0.08167787698346474,0.10091414180643754,0.14170894322987226,0.07801221449497864,0.057151151304389886,0.057151151304389886,0.024639459221123206,0.023803642036111072,0.057151151304389886,0.01918838579540183,0.01918838579540183,0.01918838579540183,0.03452929150671846,0.023803642036111072,-0.10294438732603606,-0.03740421327358967,-0.03740421327358967,-0.07386828652402277,-0.0616099640644614,-0.0616099640644614,0.03208791735417893,-0.03740421327358967,-0.0616099640644614,-0.03740421327358967
0.007075463741285343,0.01911960461429127,0.007075463741285343,-0.004414465099644126,0.028141118850045766,-0.004414465099644126,0.01911960461429127,0.024502087056986754,0.028141118850045766,0.007075463741285343,-0.026048723603385535,-0.026048723603385535,-0.042160866321504065,-0.0406650302924277,-0.026048723603385535,-0.04616932936775998,-0.04616932936775998,-0.04616932936775998,-0.043254354172635685,-0.0406650302924277,-0.006639544965219846,-0.024030905255958274,-0.024030905255958274,-0.016561808923699406,-0.017114066900179914,-0.017114066900179914,-0.014142728868111444,-0.024030905255958274,-0.017114066900179914,-0.024030905255958274
0.3451379718377016,0.4582026194977737,0.3451379718377016,0.16615444857228517,0.614536222511961,0.16615444857228517,0.4582026194977737,0.5363271103841,0.614536222511961,0.3451379718377016,0.1475158739225681,0.1475158739225681,0.25199327331619603,0.36881422837772293,0.1475158739225681,0.33381629416074365,0.33381629416074365,0.33381629416074365,0.2811859885651353,0.36881422837772293,-0.21694889132925388,-0.007355713388521812,-0.007355713388521812,-0.07103689857501161,-0.03970989598536123,-0.03970989598536123,0.08441213199481168,-0.007355713388521812,-0.03970989598536123,-0.007355713388521812
0.013895237046185449,0.034256161388972584,0.013895237046185449,-0.018388376700102654,0.05836534796635519,-0.018388376700102654,0.034256161388972584,0.052216250062806224,0.05836534796635519,0.013895237046185449,-0.0007193308192963016,-0.0007193308192963016,0.16625484222956022,0.17550353611944558,-0.0007193308192963016,0.14244681816897442,0.14244681816897442,0.14244681816897442,0.1044579131001599,0.17550353611944558,0.036469721357850204,-0.06603078533923434,-0.06603078533923434,-0.07684544615522904,-0.08211450766236261,-0.08211450766236261,-0.04876301228945212,-0.06603078533923434,-0.08211450766236261,-0.06603078533923434
0.02906675061774644,0.015686130303953938,0.02906675061774644,0.02194495122697057,0.052434681231063575,0.02194495122697057,0.015686130303953938,0.029752598112298134,0.052434681231063575,0.02906675061774644,-0.02851794797874535,-0.02851794797874535,-0.03378153626167579,-0.15809566031138278,-0.02851794797874535,-0.1500693707335099,-0.1500693707335099,-0.1500693707335099,-0.12649053411411426,-0.15809566031138278,0.16494737100357426,0.02102772812590148,0.02102772812590148,0.06224487800845546,0.040450546354204864,0.040450546354204864,-0.0027774160675179127,0.02102772812590148,0.040450546354204864,0.02102772812590148
0.08627651963261096,0.09293363298187218,0.08627651963261096,-0.023040382044335783,0.04767833085760778,-0.023040382044335783,0.09293363298187218,0.07121235072436827,0.04767833085760778,0.08627651963261096,-0.03501530876407999,-0.03501530876407999,0.21707744892540326,0.19376173482621972,-0.03501530876407999,0.13880967449435744,0.13880967449435744,0.13880967449435744,0.03346576049672345,0.19376173482621972,-0.09512037431684028,-0.19713030273205856,-0.19713030273205856,-0.15375122163630195,-0.17655205238091387,-0.17655205238091387,-0.1475185664740435,-0.19713030273205856,-0.17655205238091387,-0.19713030273205856
