,Unnamed: 0,PPV,Source,odds_ratio,p_value,perc_hits,type,BH_Adjusted_p_value,Number_Drugbank_Approved,Example_Drugbank_Approved
42,O-c1:c(:c:c(:c:c:1)-C)-C=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,6,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O
43,F-c1:c(:n:c2:n(:c:c(:c(:c:2:c:1)=O)-C)-C)-N,0.0,3,,1.0,0.0,ACTIVE,1.0,2,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
44,n1(:c(:n:c(:c(:c:1)-C)=O)=O)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,6,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
45,F-C(-F)(-F)-c1:c(:c:c:c(:c:1)-N)-N(-O)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,2,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
46,n1(:c(:n:c(:c:c:1)-N)=O)-C1-O-C(-C-C-1)-C-O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,4,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
47,Cl-c1:c(:c:c:c:c:1)-N-c1:c(:c:c:c:c:1)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,4,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
48,n1:c(:c:c:c:c:1)-C(-N-C)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,7,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O
49,N(-C(-O-C)=O)-C(-C-c1:c:c:c:c:c:1)-C-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,5,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
50,o1:c2:c(:c(:c:1-C-C)-C(-C)=O):c:c:c:c:2,0.0,3,,1.0,0.0,ACTIVE,1.0,0,
51,N-C-C(-O)(-C)-C,0.2222222222222222,3,0.3654485049833887,0.9546430385106928,1.1494252873563218,ACTIVE,1.0,29,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
52,Cl-c1:c(:c:c:c(:c:1)-Cl)-C1(-O-C-C-O-1)-C-N,0.0,3,,1.0,0.0,ACTIVE,1.0,0,
53,n1:c:c:c(:c:c:1)-C=O,1.0,3,inf,0.03475838401124628,2.2988505747126435,ACTIVE,0.2423939937626385,5,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
54,N-c1:c(:c:c:c:c:1)-C-C(-O)=O,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,4,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
55,Cl-c1:c:c(:c:c:c:1)-N,1.0,3,inf,0.002701604035832382,4.022988505747127,ACTIVE,0.05507115919196778,35,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
56,N(-N)-C,1.0,3,inf,8.539303537580564e-05,6.321839080459771,ACTIVE,0.004525830874917699,33,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NNC(=O)C(O)(c5ccccc5)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C
57,N-C-C-C-C-C-C-C(-O)=O,0.3333333333333333,3,0.6502890173410405,0.8196402790016925,0.5747126436781609,ACTIVE,0.9610826280329581,12,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32
58,S(-c1:c:c:c:c:c:1)-C-C,1.0,3,inf,0.03475838401124628,2.2988505747126435,ACTIVE,0.2423939937626385,15,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
59,O(-c1:c:c:c:c:c:1)-C-c1:c:c:c:c:c:1,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,20,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
60,o1:c(:c:c:c:1-C)-C,1.0,3,inf,0.4339152119699313,0.5747126436781609,ACTIVE,0.5398475641879429,1,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
61,O(-c1:c:c:c:c:c:c:c:c:c:1)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,13,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
62,n1:c(:c(:c(:c:1-C)-C)-C(-N-C)=O)-C,1.0,3,inf,0.4339152119699313,0.5747126436781609,ACTIVE,0.5398475641879429,1,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
63,N(-N=C)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,10,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NNC(=O)C(O)(c5ccccc5)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C
64,N(-N)-C(-C)-C,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,3,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
65,N(-C-C1-C-C-C-C-C-1)-C-C,0.18181818181818185,3,0.28165374677002586,0.9831334224951944,1.1494252873563218,ACTIVE,1.0,29,CC(C)(NC(=O)C1C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H](O5)C1=O)c1nc(-c2ccccc2)no1
66,n1:c(:n:c:c:c:1)-N-c1:c:c:c:c:c:1,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,9,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
67,n1:c:n:c(:c2:c:1:c:c:c:c:2)-N-C,0.0,3,,1.0,0.0,ACTIVE,1.0,0,
68,n1:c(:c2:c(:c:c:1):c:c:c:c:2)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,1,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
69,N1-C-C(-c:c-1)(-c1:c:c:c(:c:c:1)-O-C-C)-C,0.0,3,,1.0,0.0,ACTIVE,1.0,0,
70,N(-c1:c(:c:c:c:c:1)-C)-c1:c:c:c:c:c:1,1.0,3,inf,0.006351985679484425,3.4482758620689653,ACTIVE,0.09901624735666902,20,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21
71,N(-O)-C(-N)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,3,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
72,Cl-c1:c(:c:c:c(:c:1)-N-c1:n:c:n:c:c:1)-F,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
73,N-c1:c:c:c(:c:c:1)-C(-O)=O,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,12,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
74,n1:c:n:c(:c:c:1-N)-O-C,1.0,3,inf,0.4339152119699313,0.5747126436781609,ACTIVE,0.5398475641879429,4,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
75,N(-C-C-C)(-C-C-C)-C-C-C,0.375,3,0.7789473684210526,0.7537129204881009,1.7241379310344829,ACTIVE,0.8877063285748745,35,CC(C)(NC(=O)C1C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H](O5)C1=O)c1nc(-c2ccccc2)no1
76,n1(:c2:c(:c(:c:1-C)-C-C):c:c:c:c:2)-C-C,0.0,3,,1.0,0.0,ACTIVE,1.0,0,
77,N1-C-C(-c2:c-1:c:c:c:c:2)-c1:c:c:c:c:c:1,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,1,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
78,O=C1-C-C-C(-C-C-C-C-C-C-1)-C,0.6666666666666666,3,2.627906976744186,0.4012057262857599,1.1494252873563218,ACTIVE,0.5398475641879429,24,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C
79,n1(:c(:n:c(:c:c:1)=O)=O)-C1-O-C(-C-C-1)-C-O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,9,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
80,N-C(-C(-O-C(-C-C)-C)=O)-C,0.5,3,1.3063583815028899,0.6801620947627605,0.5747126436781609,ACTIVE,0.8119052032077996,12,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2
81,F-c1:c(:c:c:c(:c:1)-F)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,7,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2
