"dataset","method","descriptor","testset","true_or_y_scrambled_labels_used","train_test_split","cv_split","accuracy","balanced_accuracy","recall","precision","AU_Prec_Rec_Curve","ROC_AUC","MCC","dataset_readable"
"all","RF","MD","CV","5","8","5",0.509090909090909,0.490145542753184,0.382352941176471,0.4,0.382600561000866,0.472634930260764,-0.0198539237903405,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","8","5",0.56969696969697,0.565873256519102,0.544117647058823,0.480519480519481,0.386565112114678,0.442313523347483,0.129984855074469,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","9","1",0.548192771084337,0.553052325581395,0.418604651162791,0.590163934426229,0.525806383905911,0.538081395348837,0.109968695672548,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","9","1",0.5,0.499127906976744,0.523255813953488,0.517241379310345,0.495613980245498,0.473691860465116,-0.00174507402811943,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","9","2",0.469879518072289,0.470673635307782,0.404761904761905,0.472222222222222,0.488793555406822,0.493539488966318,-0.0591704157628899,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","9","2",0.457831325301205,0.457171893147503,0.511904761904762,0.467391304347826,0.556458755685719,0.552337398373984,-0.0861580118683056,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","9","3",0.542168674698795,0.532488344988345,0.371794871794872,0.517857142857143,0.552805771959839,0.533945221445221,0.0685892201802562,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","9","3",0.44578313253012,0.448135198135198,0.487179487179487,0.422222222222222,0.517671228341114,0.550917832167832,-0.103911426136855,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","9","4",0.5,0.494172494172494,0.397435897435897,0.462686567164179,0.458420707098458,0.475597319347319,-0.0118562227734354,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","9","4",0.512048192771084,0.505536130536131,0.397435897435897,0.476923076923077,0.557412089378672,0.559222027972028,0.0113215943366297,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","9","5",0.515151515151515,0.497692307692308,0.415384615384615,0.391304347826087,0.371761077873179,0.510307692307692,-0.00457198097474659,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","9","5",0.545454545454545,0.544230769230769,0.538461538461538,0.4375,0.383645948433696,0.484384615384615,0.0864881704044519,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","10","1",0.530120481927711,0.530120481927711,0.506024096385542,0.531645569620253,0.497188910739737,0.508636957468428,0.0603110420688567,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","10","1",0.55421686746988,0.55421686746988,0.686746987951807,0.542857142857143,0.470548942678666,0.465234431702715,0.112456080419954,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","10","2",0.506024096385542,0.499636257820457,0.367088607594937,0.475409836065574,0.461894451634915,0.50371017023134,-0.000753593710789621,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","10","2",0.5,0.499709006256365,0.493670886075949,0.475609756097561,0.497273065835812,0.506620107667685,-0.000581353444715312,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","10","3",0.536144578313253,0.514623850444746,0.402985074626866,0.421875,0.421362676184111,0.521634252977537,0.0294819807581553,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","10","3",0.5,0.493969546208352,0.462686567164179,0.397435897435897,0.411280473356777,0.496004824363033,-0.0118562227734354,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","10","4",0.5,0.496217081332751,0.417721518987342,0.471428571428571,0.459935548288643,0.471191619380183,-0.0076514815460979,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","10","4",0.439759036144578,0.436999854503128,0.379746835443038,0.405405405405405,0.606211381903609,0.603884766477521,-0.126600361715338,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","5","10","5",0.509090909090909,0.510138113429327,0.337349397590361,0.518518518518518,0.530411825506861,0.537907728474875,0.0216060185547183,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","5","10","5",0.563636363636364,0.563693799588598,0.55421686746988,0.567901234567901,0.499182868334214,0.484792829856009,0.127406320258814,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","1","1",0.578313253012048,0.565591711659127,0.38961038961039,0.566037735849057,0.547455112182268,0.599883262804611,0.140327300043876,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","1","1",0.506024096385542,0.494673865460382,0.337662337662338,0.456140350877193,0.479489715469436,0.54939442579892,-0.0111874682913673,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","1","2",0.493975903614458,0.478427895981087,0.361111111111111,0.40625,0.405757033111307,0.4836731678487,-0.0439301416436276,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","1","2",0.487951807228916,0.482860520094563,0.444444444444444,0.415584415584416,0.440550044996546,0.519725177304965,-0.0340657099215502,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","1","3",0.6,0.597058823529412,0.5,0.606060606060606,0.581782126959291,0.607426470588235,0.198029508595335,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","1","3",0.56969696969697,0.570955882352941,0.6125,0.550561797752809,0.416170855208193,0.390735294117647,0.142288911652453,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","1","4",0.448484848484848,0.445220588235294,0.3375,0.415384615384615,0.441823177169627,0.394338235294118,-0.11205858600229,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","1","4",0.496969696969697,0.495588235294118,0.45,0.48,0.455932486550476,0.47625,-0.00885614885540095,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","1","5",0.557575757575758,0.553130511463845,0.308641975308642,0.595238095238095,0.585192327202067,0.57635214579659,0.121949196704972,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","1","5",0.484848484848485,0.4836860670194,0.419753086419753,0.472222222222222,0.482181947559789,0.466269841269841,-0.0328899413838534,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","2","1",0.566265060240964,0.553758741258741,0.346153846153846,0.5625,0.563353868037552,0.551500582750583,0.118360312208044,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","2","1",0.536144578313253,0.523892773892774,0.320512820512821,0.510204081632653,0.470395235311784,0.500509906759907,0.0522870614958506,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","2","2",0.566265060240964,0.556336996336996,0.453333333333333,0.523076923076923,0.455173080844249,0.506300366300366,0.114883496976625,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","2","2",0.572289156626506,0.57003663003663,0.546666666666667,0.525641025641026,0.431233371669576,0.433040293040293,0.139674757814633,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","2","3",0.557575757575758,0.554459817486017,0.481012658227848,0.542857142857143,0.510609422410553,0.527745069178687,0.110092599356079,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","2","3",0.490909090909091,0.493597291727995,0.556962025316456,0.473118279569892,0.475384047385572,0.481527818663527,-0.0128987836624795,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","2","4",0.575757575757576,0.57735821334117,0.313253012048193,0.666666666666667,0.612604272933053,0.587643255950632,0.182081080849599,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","2","4",0.533333333333333,0.532765207170144,0.626506024096386,0.530612244897959,0.493032132370044,0.504775198354393,0.0667172976539029,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","2","5",0.545454545454545,0.534444444444444,0.413333333333333,0.5,0.506847960867905,0.568518518518518,0.0708250042694913,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","2","5",0.521212121212121,0.517777777777778,0.48,0.473684210526316,0.564694829095711,0.554222222222222,0.035518740385726,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","3","1",0.590361445783133,0.570945945945946,0.391891891891892,0.557692307692308,0.501851878674462,0.571533490011751,0.152059394008624,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","3","1",0.536144578313253,0.524676850763807,0.418918918918919,0.476923076923077,0.523592666645084,0.572267920094007,0.0502588027373696,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","3","2",0.566265060240964,0.551488095238095,0.457142857142857,0.484848484848485,0.458863947896045,0.541517857142857,0.103908120697554,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","3","2",0.542168674698795,0.540327380952381,0.528571428571429,0.4625,0.440759112104036,0.51875,0.0797113989036176,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","3","3",0.545454545454545,0.550044156608772,0.441860465116279,0.584615384615385,0.569045787984116,0.537974683544304,0.10232681653779,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","3","3",0.575757575757576,0.574992640565205,0.593023255813954,0.593023255813954,0.629250837112019,0.603620841919341,0.149985281130409,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","3","4",0.563636363636364,0.558728289667354,0.443037974683544,0.555555555555556,0.515798313384696,0.561672063585517,0.120772973629086,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","3","4",0.606060606060606,0.607668531056815,0.645569620253165,0.579545454545455,0.553818676919877,0.595819841036208,0.215622886818603,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","3","5",0.557575757575758,0.556216931216931,0.481481481481481,0.557142857142857,0.531769215849595,0.546516754850088,0.113728277120634,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","3","5",0.509090909090909,0.508818342151675,0.493827160493827,0.5,0.475417822984149,0.518959435626102,0.0176418708008321,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","4","1",0.524096385542169,0.517151162790698,0.325,0.509803921568627,0.484438024412968,0.501162790697674,0.0371521349543198,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","4","1",0.512048192771084,0.509447674418605,0.4375,0.492957746478873,0.548829278752658,0.540697674418605,0.0190835055781182,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","4","2",0.578313253012048,0.56577380952381,0.485714285714286,0.5,0.455763265216147,0.580580357142857,0.132099183810725,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","4","2",0.578313253012048,0.583184523809524,0.614285714285714,0.5,0.516050936033013,0.618080357142857,0.16442314386392,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","4","3",0.551515151515152,0.547839506172839,0.345679012345679,0.571428571428571,0.52224769779294,0.560479129923574,0.10468194938611,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","4","3",0.515151515151515,0.512345679012346,0.358024691358025,0.508771929824561,0.520905538913638,0.523001175778954,0.0259583942240912,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","4","4",0.612121212121212,0.611111111111111,0.555555555555556,0.616438356164384,0.559647277374536,0.583333333333333,0.223673377116573,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","4","4",0.515151515151515,0.51521164021164,0.518518518518518,0.506024096385542,0.531039613299257,0.525573192239859,0.0304188100271909,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","4","5",0.56969696969697,0.56211317418214,0.423076923076923,0.559322033898305,0.574311426923432,0.595638078396699,0.129402214471714,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","4","5",0.587878787878788,0.589964633068081,0.628205128205128,0.556818181818182,0.556142785139303,0.58878573533746,0.180061986716381,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","5","1",0.566265060240964,0.566265060240964,0.313253012048193,0.634146341463415,0.584759512717775,0.604151545942807,0.153654665069307,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","5","1",0.506024096385542,0.506024096385542,0.349397590361446,0.508771929824561,0.528971554848024,0.509580490637248,0.0126867190722283,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","5","2",0.524096385542169,0.524096385542169,0.421686746987952,0.53030303030303,0.503773364660725,0.520757729714037,0.0492365963917331,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","5","2",0.548192771084337,0.548192771084337,0.566265060240964,0.546511627906977,0.554307296252482,0.480476121352881,0.0964485644340824,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","5","3",0.475903614457831,0.472902097902098,0.423076923076923,0.44,0.443146357400819,0.45979020979021,-0.0543504287730581,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","5","3",0.512048192771084,0.509178321678322,0.461538461538462,0.48,0.455036631195332,0.488490675990676,0.0184090161973261,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","5","4",0.56969696969697,0.560259856630824,0.486111111111111,0.507246376811594,0.460156686298358,0.549357825567503,0.121172941424298,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","5","4",0.490909090909091,0.49820788530466,0.555555555555556,0.434782608695652,0.433749920689911,0.495594384707288,-0.00357888856013154,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","5","5",0.587878787878788,0.578888888888889,0.48,0.553846153846154,0.472090471867706,0.532962962962963,0.160783338848533,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","5","5",0.551515151515152,0.545555555555556,0.48,0.507042253521127,0.454285985643133,0.467037037037037,0.0916284053057524,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","6","1",0.590361445783133,0.595352214960058,0.388235294117647,0.673469387755102,0.580424057271147,0.57843137254902,0.20898820840312,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","6","1",0.530120481927711,0.531299927378359,0.482352941176471,0.546666666666667,0.453736652081342,0.411038489469862,0.0628744168407276,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","6","2",0.530120481927711,0.52039627039627,0.358974358974359,0.5,0.493610522739134,0.523674242424242,0.0430604969741519,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","6","2",0.58433734939759,0.583916083916084,0.576923076923077,0.555555555555556,0.555958279629385,0.597319347319347,0.167576019165539,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","6","3",0.493975903614458,0.492424242424242,0.484848484848485,0.390243902439024,0.353367133121817,0.453257575757576,-0.0148313766105798,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","6","3",0.566265060240964,0.562727272727273,0.545454545454545,0.461538461538462,0.42358954869776,0.551818181818182,0.123018302950315,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","6","4",0.593939393939394,0.586427939876216,0.448717948717949,0.593220338983051,0.52768197001433,0.56211317418214,0.180057885617225,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","6","4",0.551515151515152,0.552166224580018,0.564102564102564,0.523809523809524,0.535109741187777,0.576702033598585,0.104194351880237,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","6","5",0.515151515151515,0.51873897707231,0.321428571428571,0.54,0.52879109558246,0.522192827748383,0.0407684411340509,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","6","5",0.478787878787879,0.479056437389771,0.464285714285714,0.4875,0.531957587793404,0.477660199882422,-0.0418994431519762,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","7","1",0.536144578313253,0.531082062454612,0.320987654320988,0.541666666666667,0.512895149356629,0.554538852578068,0.0685378022898072,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","7","1",0.578313253012048,0.575744371822803,0.469135802469136,0.584615384615385,0.552340747089391,0.565286855482934,0.155136850685367,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","7","2",0.578313253012048,0.56967032967033,0.48,0.537313432835821,0.508203915178168,0.58967032967033,0.141342962725993,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","7","2",0.55421686746988,0.555897435897436,0.573333333333333,0.505882352941176,0.428645049781192,0.445567765567766,0.111306682249362,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","7","3",0.512048192771084,0.510598141695703,0.390243902439024,0.507936507936508,0.471185809636103,0.475319396051103,0.0218382281806502,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","7","3",0.44578313253012,0.445267131242741,0.402439024390244,0.434210526315789,0.481805056133913,0.465592334494773,-0.109849156332983,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","7","4",0.55421686746988,0.5475910693302,0.486486486486487,0.5,0.470421908256298,0.570064629847238,0.095462995389636,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","7","4",0.572289156626506,0.582403055229142,0.675675675675676,0.515463917525773,0.529590046593314,0.5774089306698,0.166215940336008,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","7","5",0.533333333333333,0.527597880482779,0.392405063291139,0.516666666666667,0.479106413786262,0.51354136002355,0.057318949416712,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","7","5",0.515151515151515,0.513246982631734,0.468354430379747,0.493333333333333,0.48282585520604,0.511333529584928,0.0265801757021872,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","8","1",0.542168674698795,0.534593023255814,0.325,0.541666666666667,0.51019301655372,0.478197674418605,0.0762519775370299,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","8","1",0.524096385542169,0.518895348837209,0.375,0.508474576271186,0.471012644492682,0.496366279069767,0.0394512923265658,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","8","2",0.536144578313253,0.518912529550827,0.388888888888889,0.459016393442623,0.444181006817369,0.536052009456265,0.0388821456932579,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","8","2",0.566265060240964,0.558510638297872,0.5,0.5,0.456125734740447,0.457668439716312,0.117021276595745,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","8","3",0.530120481927711,0.528019744483159,0.353658536585366,0.537037037037037,0.529309940799594,0.561120789779326,0.0598046350089305,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","8","3",0.578313253012048,0.578977932636469,0.634146341463415,0.565217391304348,0.425164608552153,0.404471544715447,0.158881215106299,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","8","4",0.530120481927711,0.527814088598402,0.432098765432099,0.522388059701492,0.537620856552897,0.52076978939724,0.0566750357860251,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","8","4",0.536144578313253,0.535729847494553,0.518518518518518,0.525,0.504240759451635,0.507552650689906,0.071485656732012,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","8","5",0.527272727272727,0.522397989355411,0.460526315789474,0.486111111111111,0.451174962529218,0.506726788882318,0.0450228628191341,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","8","5",0.503030303030303,0.508574807806032,0.578947368421053,0.468085106382979,0.471586866867787,0.500591366055588,0.017264861096411,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","9","1",0.602409638554217,0.597240377632534,0.382716049382716,0.659574468085106,0.592923656979996,0.556281771968046,0.215777518880438,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","9","1",0.524096385542169,0.520479302832244,0.37037037037037,0.517241379310345,0.527581448641935,0.530137981118373,0.042940911756972,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","9","2",0.530120481927711,0.50407709414381,0.323943661971831,0.433962264150943,0.441801341384973,0.550926612305411,0.00865355495317511,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","9","2",0.58433734939759,0.58524833209785,0.591549295774648,0.51219512195122,0.363636111764828,0.381764269829503,0.168717563159916,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","9","3",0.566265060240964,0.564389534883721,0.5125,0.554054054054054,0.488298657423456,0.534665697674419,0.129458249179206,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","9","3",0.524096385542169,0.525872093023256,0.575,0.505494505494505,0.525368157187739,0.533139534883721,0.0519522607468801,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","9","4",0.475903614457831,0.467685076380729,0.391891891891892,0.408450704225352,0.411601109283351,0.466142773207991,-0.0649309752511527,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","9","4",0.530120481927711,0.517920094007051,0.405405405405405,0.46875,0.482356453635225,0.536280846063455,0.0366007495910275,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","9","5",0.484848484848485,0.486029411764706,0.447058823529412,0.5,0.481839797616682,0.454044117647059,-0.0280154333823483,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","9","5",0.545454545454545,0.547058823529412,0.494117647058824,0.567567567567568,0.56098787638217,0.545,0.0945777464386877,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","10","1",0.55421686746988,0.557346109175377,0.297619047619048,0.625,0.543822550906116,0.528019744483159,0.134080386703762,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","10","1",0.578313253012048,0.578687572590012,0.547619047619048,0.58974358974359,0.583680647735054,0.602351916376307,0.157650036472801,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","10","2",0.487951807228916,0.481322048737779,0.38961038961039,0.441176470588235,0.495424669124888,0.515978403618853,-0.0378819306953573,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","10","2",0.58433734939759,0.582591565737633,0.558441558441558,0.551282051282051,0.516711536521145,0.550780679994163,0.165050720126151,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","10","3",0.572289156626506,0.575872093023256,0.476744186046512,0.611940298507463,0.640014234110794,0.612354651162791,0.154543691184508,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","10","3",0.590361445783133,0.591133720930233,0.569767441860465,0.6125,0.596519884748866,0.632049418604651,0.182267441860465,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","10","4",0.560240963855422,0.558275058275058,0.525641025641026,0.532467532467532,0.469055095838493,0.52134324009324,0.116643618463711,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","10","4",0.548192771084337,0.548368298368298,0.551282051282051,0.518072289156627,0.496369884152771,0.563301282051282,0.0965609099170535,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","6","10","5",0.533333333333333,0.52020202020202,0.454545454545455,0.422535211267606,0.381872744713978,0.511172329354148,0.0399780181333785,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","6","10","5",0.496969696969697,0.48989898989899,0.454545454545455,0.38961038961039,0.389820870619885,0.48048668503214,-0.0198379900214539,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","1","1",0.560240963855422,0.535313238770686,0.347222222222222,0.490196078431373,0.451675444673906,0.507535460992908,0.0758688870663373,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","1","1",0.5,0.501625295508274,0.513888888888889,0.435294117647059,0.47590082249726,0.510047281323877,0.00322285327073036,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","1","2",0.578313253012048,0.582412726469289,0.616438356164384,0.517241379310345,0.525890719350673,0.572912063632346,0.163815129784883,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","1","2",0.560240963855422,0.558918839298866,0.547945205479452,0.5,0.477089589687295,0.559949918986596,0.117055780083254,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","1","3",0.527272727272727,0.537777777777778,0.422222222222222,0.59375,0.572348995615046,0.521333333333333,0.0772089445732307,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","1","3",0.527272727272727,0.528888888888889,0.511111111111111,0.575,0.537749922573415,0.475555555555556,0.0575649675601062,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","1","4",0.478787878787879,0.478798321845969,0.47887323943662,0.409638554216867,0.442803973092907,0.458046149235841,-0.0419901438052127,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","1","4",0.551515151515152,0.558136050344621,0.605633802816901,0.48314606741573,0.467272558583863,0.532589151932874,0.115495967334611,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","1","5",0.509090909090909,0.511022927689594,0.404761904761905,0.523076923076923,0.509909018264092,0.507201646090535,0.0225554984150319,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","1","5",0.509090909090909,0.508818342151675,0.523809523809524,0.517647058823529,0.520304443532654,0.527630805408583,0.0176418708008321,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","2","1",0.542168674698795,0.536773255813954,0.3875,0.53448275862069,0.518499238483649,0.548183139534884,0.0770779975203264,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","2","1",0.530120481927711,0.53125,0.5625,0.511363636363636,0.502905520125561,0.546511627906977,0.0625728014224669,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","2","2",0.542168674698795,0.538392857142857,0.514285714285714,0.461538461538462,0.50147245197862,0.571651785714286,0.0759760004695736,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","2","2",0.5,0.505803571428571,0.542857142857143,0.426966292134831,0.420264018929948,0.521577380952381,0.0114939578519778,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","2","3",0.448484848484848,0.459106984969054,0.264367816091954,0.46,0.500257593573635,0.467285587975243,-0.0888489159086809,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","2","3",0.454545454545455,0.456233421750663,0.425287356321839,0.480519480519481,0.533650129286273,0.460433244916003,-0.0875977232674285,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","2","4",0.496969696969697,0.490495137046861,0.371794871794872,0.46031746031746,0.460212723263197,0.447760094311818,-0.0195349553103549,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","2","4",0.551515151515152,0.550176834659593,0.525641025641026,0.525641025641026,0.503767180472828,0.546050692602417,0.100353669319187,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","2","5",0.515151515151515,0.512222222222222,0.48,0.467532467532468,0.425902375738016,0.500296296296296,0.0243975018237133,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","2","5",0.466666666666667,0.472222222222222,0.533333333333333,0.43010752688172,0.415203941923019,0.471259259259259,-0.0557791200626735,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","3","1",0.530120481927711,0.524150007296075,0.441558441558442,0.492753623188406,0.444237537349122,0.495111629943091,0.0488739246988017,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","3","1",0.530120481927711,0.527652123157741,0.493506493506494,0.493506493506494,0.495872578279739,0.537647745512914,0.0553042463154823,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","3","2",0.457831325301205,0.445714285714286,0.32,0.380952380952381,0.426757699298191,0.44,-0.111346864788655,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","3","2",0.530120481927711,0.522197802197802,0.44,0.478260869565217,0.521667067949237,0.547252747252747,0.0448312541254614,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","3","3",0.521212121212121,0.519485294117647,0.4625,0.506849315068493,0.452244882901045,0.463455882352941,0.0392135421554715,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","3","3",0.43030303030303,0.429044117647059,0.3875,0.407894736842105,0.427229439996563,0.417573529411765,-0.142288911652453,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","3","4",0.539393939393939,0.521651183697932,0.394366197183099,0.459016393442623,0.431759607428379,0.504120467485766,0.0444143340269361,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","7","3","4",0.496969696969697,0.49475576865448,0.47887323943662,0.425,0.529910364444587,0.541279592448307,-0.0103908358123084,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","7","3","5",0.551515151515152,0.558134394341291,0.436781609195402,0.603174603174603,0.552024493671852,0.523798997936929,0.119481238293566,"DILIrank 
 (+SIDER)"
