"dataset","method","descriptor","testset","true_or_y_scrambled_labels_used","train_test_split","cv_split","accuracy","balanced_accuracy","recall","precision","AU_Prec_Rec_Curve","ROC_AUC","MCC","X","specificity","dataset_readable"
"all","RF","ECFP","CV","3","6","4",0.530120481927711,0.525581395348837,0.4,0.516129032258065,0.519587164205491,0.524854651162791,0.0528488972807725,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","6","4",0.487951807228916,0.486191860465116,0.4375,0.466666666666667,0.476580060358813,0.482194767441861,-0.0277273301738967,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","6","5",0.518072289156627,0.503959360525923,0.420289855072464,0.420289855072464,0.422471184682387,0.504631704766174,0.00791872105184521,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","6","5",0.530120481927711,0.53100253996713,0.536231884057971,0.44578313253012,0.408263099902129,0.532048408785298,0.0611166571334875,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","7","1",0.485029940119761,0.481037489102005,0.445945945945946,0.423076923076923,0.414892916859395,0.459968032548678,-0.0377607723372676,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","7","1",0.502994011976048,0.510970648067422,0.581081081081081,0.452631578947368,0.428943257358803,0.484452194129613,0.0220085566705207,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","7","2",0.536144578313253,0.537311265969802,0.440476190476191,0.552238805970149,0.536896963196027,0.506460511033682,0.0760434043110022,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","7","2",0.530120481927711,0.531358885017422,0.428571428571429,0.545454545454545,0.47306329301904,0.43815331010453,0.0640715469577048,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","7","3",0.536144578313253,0.530643513789581,0.454545454545454,0.5,0.420744772738439,0.471034583394134,0.0618905422798803,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","7","3",0.469879518072289,0.471472347876842,0.493506493506494,0.436781609195402,0.393275518147823,0.41879468845761,-0.056972230084248,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","7","4",0.487951807228916,0.495457875457875,0.573333333333333,0.447916666666667,0.453377098022139,0.485347985347985,-0.00915494469587015,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","7","4",0.542168674698795,0.547252747252747,0.6,0.494505494505495,0.440901123851729,0.515531135531135,0.0945054945054945,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","7","5",0.596385542168675,0.596877269426289,0.617283950617284,0.581395348837209,0.55571241321838,0.587799564270152,0.193824931057935,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","7","5",0.530120481927711,0.529266521423384,0.493827160493827,0.519480519480519,0.492591843879808,0.483297022512709,0.0586695433506826,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","8","1",0.550898203592814,0.523180751173709,0.338028169014085,0.461538461538462,0.453379320295103,0.51349765258216,0.0494961819779937,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","8","1",0.568862275449102,0.56081279342723,0.507042253521127,0.493150684931507,0.370689416469441,0.439333920187793,0.121217237625327,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","8","2",0.55421686746988,0.555749128919861,0.428571428571429,0.580645161290323,0.543564176541085,0.52918118466899,0.115239704613346,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","8","2",0.536144578313253,0.53513356562137,0.619047619047619,0.536082474226804,0.52971260493033,0.505734610917538,0.0712833957126826,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","8","3",0.457831325301205,0.460156134924142,0.479452054794521,0.402298850574713,0.417896056544248,0.475475033141847,-0.0791992718620388,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","8","3",0.512048192771084,0.51296214464575,0.520547945205479,0.452380952380952,0.433249540901345,0.50206215937546,0.025737312411931,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","8","4",0.58433734939759,0.577777777777778,0.5,0.550724637681159,0.503529803724021,0.542470760233918,0.157254529878651,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","8","4",0.566265060240964,0.563157894736842,0.526315789473684,0.526315789473684,0.485085240337705,0.473464912280702,0.126315789473684,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","8","5",0.493975903614458,0.502691692128619,0.32183908045977,0.528301886792453,0.504697094143267,0.482613123817838,0.00576701917703728,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","8","5",0.493975903614458,0.496871817255929,0.436781609195402,0.520547945205479,0.56843265896994,0.509893787283573,-0.00629495136796242,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","9","1",0.55688622754491,0.541053391053391,0.337662337662338,0.530612244897959,0.483937968220457,0.524819624819625,0.0898890116777411,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","9","1",0.568862275449102,0.55966810966811,0.441558441558442,0.53968253968254,0.422325242787521,0.435497835497835,0.122730342974126,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","9","2",0.55421686746988,0.55421686746988,0.493975903614458,0.561643835616438,0.557076403681974,0.539700972564959,0.109229414344399,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","9","2",0.530120481927711,0.530120481927711,0.409638554216867,0.53968253968254,0.526352198342205,0.512120772245609,0.0620699102269882,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","9","3",0.469879518072289,0.46722027972028,0.423076923076923,0.434210526315789,0.446508921748228,0.466127622377622,-0.06567435640672,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","9","3",0.475903614457831,0.475815850815851,0.474358974358974,0.44578313253012,0.449103113525126,0.479530885780886,-0.0482804549585268,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","9","4",0.506024096385542,0.500146886016451,0.445945945945946,0.445945945945946,0.412389327585488,0.473340188014101,0.000293772032902468,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","9","4",0.475903614457831,0.474294947121034,0.459459459459459,0.419753086419753,0.47781677577547,0.528128672150411,-0.0511218190193903,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","9","5",0.536144578313253,0.534191764877055,0.493670886075949,0.513157894736842,0.560682967143758,0.540666375672923,0.0685482915365347,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","9","5",0.542168674698795,0.543430816237451,0.569620253164557,0.517241379310345,0.452187525623574,0.474756292739706,0.0868616324749018,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","10","1",0.491017964071856,0.483698830409357,0.430555555555556,0.413333333333333,0.401846187272727,0.455263157894737,-0.032460280382733,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","10","1",0.538922155688623,0.524122807017544,0.416666666666667,0.461538461538462,0.46732623070884,0.491520467836257,0.0490037284751006,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","10","2",0.548192771084337,0.543269230769231,0.461538461538462,0.521739130434783,0.490840180125984,0.540428321678322,0.0876369783548873,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","10","2",0.55421686746988,0.553321678321678,0.538461538461538,0.525,0.435016312898941,0.437864219114219,0.106519280561037,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","10","3",0.55421686746988,0.546478873239437,0.492957746478873,0.479452054794521,0.45390875689796,0.537435137138621,0.0926560238737362,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","10","3",0.55421686746988,0.550037064492216,0.52112676056338,0.480519480519481,0.391082106929798,0.453372868791698,0.0992824372391951,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","10","4",0.451807228915663,0.451986032300306,0.455696202531646,0.428571428571429,0.492594688303071,0.442237741888549,-0.0959233183780266,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","10","4",0.487951807228916,0.488796740870071,0.506329113924051,0.465116279069767,0.511498395383616,0.484359086279645,-0.0223951166941994,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","3","10","5",0.566265060240964,0.583296703296703,0.406593406593407,0.672727272727273,0.619308992452271,0.570769230769231,0.176143370657221,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","3","10","5",0.55421686746988,0.562930402930403,0.472527472527473,0.623188405797101,0.535728381749653,0.428644688644689,0.127095865656011,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","1","1",0.548192771084337,0.550872093023256,0.625,0.526315789473684,0.589874712317219,0.569767441860465,0.102757337728329,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","1","1",0.518072289156627,0.517877906976744,0.5125,0.5,0.487205267492539,0.494258720930232,0.0357350438013126,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","1","2",0.560240963855422,0.556598283136913,0.481012658227848,0.542857142857143,0.498224617860919,0.528226393132548,0.114477935439696,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","1","2",0.493975903614458,0.493379892332315,0.481012658227848,0.469135802469136,0.46134104580342,0.495635093845482,-0.0132286719893786,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","1","3",0.530120481927711,0.525851938895417,0.486486486486487,0.473684210526316,0.429277329607675,0.509033490011751,0.0515827912597622,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","1","3",0.542168674698795,0.536721504112809,0.486486486486487,0.486486486486487,0.407664251789115,0.478407755581669,0.0734430082256169,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","1","4",0.481927710843373,0.464539007092198,0.333333333333333,0.387096774193548,0.394552564851887,0.441563238770686,-0.0726605277572732,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","1","4",0.506024096385542,0.497192671394799,0.430555555555556,0.430555555555556,0.406790881722505,0.483229905437352,-0.00561465721040189,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","1","5",0.451807228915663,0.455119825708061,0.317647058823529,0.45,0.46125749189431,0.420479302832244,-0.0933916277617036,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","1","5",0.475903614457831,0.47923021060276,0.341176470588235,0.483333333333333,0.492310141523363,0.453667392883079,-0.0432200736890732,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","2","1",0.530120481927711,0.523369963369963,0.453333333333333,0.47887323943662,0.449796130050992,0.512747252747253,0.0470162923515275,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","2","1",0.506024096385542,0.499047619047619,0.426666666666667,0.450704225352113,0.477832148475815,0.513479853479853,-0.00191602445319705,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","2","2",0.524096385542169,0.530505952380952,0.571428571428571,0.449438202247191,0.453380615303599,0.544122023809524,0.0604169579398832,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","2","2",0.5,0.517410714285714,0.628571428571429,0.435643564356436,0.437562202133642,0.462202380952381,0.0352300983573526,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","2","3",0.55421686746988,0.551053013798112,0.419753086419753,0.557377049180328,0.490216410672945,0.526579520697168,0.105862899716201,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","2","3",0.590361445783133,0.588380537400145,0.506172839506173,0.594202898550725,0.427159852615147,0.423384168482208,0.179278493219836,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","2","4",0.44578313253012,0.434649122807018,0.302631578947368,0.370967741935484,0.413239771858306,0.397587719298246,-0.134616084253485,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","2","4",0.451807228915663,0.450438596491228,0.434210526315789,0.407407407407407,0.443504300076374,0.454020467836257,-0.0987983452402262,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","2","5",0.451807228915663,0.461101398601399,0.306818181818182,0.473684210526316,0.489520948922815,0.46780303030303,-0.0817714959265496,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","2","5",0.506024096385542,0.512237762237762,0.409090909090909,0.545454545454545,0.510938667950233,0.502622377622378,0.0249602353812234,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","3","1",0.439759036144578,0.428498467824311,0.272727272727273,0.362068965517241,0.417324797844105,0.443893185466219,-0.149575283705518,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","3","1",0.475903614457831,0.467459506785349,0.350649350649351,0.421875,0.519840787080404,0.548081132350795,-0.0666813555518135,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","3","2",0.55421686746988,0.552505446623094,0.481481481481482,0.549295774647887,0.559384489914214,0.546623093681917,0.106095105255049,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","3","2",0.542168674698795,0.542193173565723,0.54320987654321,0.530120481927711,0.454404973256987,0.465214233841685,0.0843618447072552,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","3","3",0.536144578313253,0.526806526806527,0.371794871794872,0.508771929824561,0.473666626266291,0.523674242424242,0.0563518923239143,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","3","3",0.566265060240964,0.558129370629371,0.423076923076923,0.55,0.443313144773176,0.462776806526806,0.120777405528676,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","3","4",0.536144578313253,0.532380952380952,0.493333333333333,0.486842105263158,0.451488017295028,0.518388278388278,0.0646908549272809,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","3","4",0.493975903614458,0.492747252747253,0.48,0.444444444444444,0.436765341250585,0.487472527472528,-0.0144421514320929,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","3","5",0.5,0.495053106358213,0.392405063291139,0.46969696969697,0.458877301009712,0.495125854794122,-0.010096335483451,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","3","5",0.506024096385542,0.506620107667685,0.518987341772152,0.482352941176471,0.434775404300665,0.495926087589117,0.0132286719893786,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","4","1",0.544910179640719,0.546054519368723,0.609756097560976,0.531914893617021,0.485125803942753,0.521305595408895,0.0928310541531818,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","4","1",0.532934131736527,0.532137733142037,0.48780487804878,0.526315789473684,0.50335148604815,0.523314203730273,0.0645259091967936,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","4","2",0.463855421686747,0.461946259985476,0.382716049382716,0.442857142857143,0.439369551883842,0.446332607116921,-0.0770361691636335,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","4","2",0.481927710843373,0.480755265068991,0.432098765432099,0.466666666666667,0.490894030848651,0.494117647058823,-0.0386582841364103,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","4","3",0.542168674698795,0.54480755265069,0.435294117647059,0.569230769230769,0.53358293745449,0.53362381989833,0.0917731897151213,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","4","3",0.524096385542169,0.52483660130719,0.494117647058824,0.538461538461538,0.507733125922349,0.461946259985476,0.0497491306897695,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","4","4",0.493975903614458,0.479141656662665,0.397058823529412,0.385714285714286,0.405555633741439,0.482893157262905,-0.0415425035060877,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","4","4",0.542168674698795,0.533463385354142,0.485294117647059,0.445945945945946,0.367375117795597,0.448004201680672,0.066215184115919,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","4","5",0.572289156626506,0.564175824175824,0.48,0.529411764705882,0.504641351408452,0.529010989010989,0.129892861449692,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","4","5",0.518072289156627,0.514725274725275,0.48,0.467532467532468,0.45543198624649,0.483589743589744,0.0293903233150228,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","5","1",0.544910179640719,0.540658700087438,0.506849315068493,0.480519480519481,0.477908923170525,0.568930341008452,0.0809174568265448,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","5","1",0.568862275449102,0.571116292626057,0.589041095890411,0.505882352941176,0.361739273570347,0.399373360536287,0.141126337778046,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","5","2",0.487951807228916,0.506286549707602,0.288888888888889,0.553191489361702,0.533511611114081,0.464254385964912,0.0139042635388234,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","5","2",0.457831325301205,0.460087719298246,0.433333333333333,0.5,0.502279600811327,0.446052631578947,-0.0796848857734869,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","5","3",0.524096385542169,0.500147754137116,0.319444444444444,0.433962264150943,0.411026073778502,0.498448581560284,0.000314139583869721,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","5","3",0.493975903614458,0.49468085106383,0.5,0.428571428571429,0.443728278039991,0.525709219858156,-0.0105452226112081,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","5","4",0.5,0.489931416897709,0.350649350649351,0.45,0.423663444067418,0.473588209543266,-0.020903074223334,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","5","4",0.566265060240964,0.562235517291697,0.506493506493506,0.534246575342466,0.455853518489337,0.453815847074274,0.125056353477514,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","5","5",0.493975903614458,0.484650080023279,0.291139240506329,0.450980392156863,0.461478947175989,0.495489596973665,-0.033233438286158,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","5","5",0.5,0.499709006256365,0.493670886075949,0.475609756097561,0.460701573006498,0.491706678306416,-0.000581353444715312,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","6","1",0.502994011976048,0.504393546528378,0.525641025641026,0.471264367816092,0.504485011298336,0.520023048112936,0.00877572308038701,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","6","1",0.508982035928144,0.502881014116969,0.41025641025641,0.470588235294118,0.487738333116071,0.536012676462115,0.00585120929649271,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","6","2",0.518072289156627,0.515261627906977,0.4375,0.5,0.462624825900348,0.510537790697674,0.0308844903501101,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","6","2",0.572289156626506,0.570203488372093,0.5125,0.561643835616438,0.429823530915056,0.441497093023256,0.141344854450529,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","6","3",0.524096385542169,0.516081871345029,0.421052631578947,0.477611940298507,0.428041420634207,0.459868421052631,0.0326617636131864,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","6","3",0.536144578313253,0.531286549707602,0.473684210526316,0.493150684931507,0.4656427894695,0.520979532163743,0.062807688988672,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","6","4",0.439759036144578,0.440331010452962,0.392857142857143,0.44,0.453981080298873,0.426030778164925,-0.119887504544202,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","6","4",0.518072289156627,0.518002322880372,0.523809523809524,0.523809523809524,0.498607185123236,0.51270325203252,0.0360046457607433,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","6","5",0.536144578313253,0.51973781116512,0.383561643835616,0.466666666666667,0.466324679628487,0.502135807924584,0.040785269076766,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","6","5",0.44578313253012,0.439092649874798,0.383561643835616,0.373333333333333,0.417110837489965,0.509647959935189,-0.121493005938122,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","7","1",0.502994011976048,0.501222669735328,0.468354430379747,0.474358974358974,0.440495745673385,0.462384925201381,0.00244710010121785,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","7","1",0.520958083832335,0.520857307249712,0.518987341772152,0.493975903614458,0.549645004706181,0.558184695051784,0.0416547398962957,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","7","2",0.530120481927711,0.521637426900585,0.421052631578947,0.484848484848485,0.503662771217177,0.515350877192982,0.0440546436260941,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","7","2",0.55421686746988,0.558187134502924,0.605263157894737,0.511111111111111,0.452851970323965,0.483991228070175,0.116374269005848,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","7","3",0.530120481927711,0.524046434494196,0.492537313432836,0.428571428571429,0.417376691411922,0.480627167194331,0.047314615862955,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","7","3",0.481927710843373,0.4691693049902,0.402985074626866,0.36986301369863,0.423241228752997,0.534599728629579,-0.0609488344755124,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","7","4",0.469879518072289,0.467915214866434,0.304878048780488,0.446428571428571,0.481156809003323,0.448098141695703,-0.0678555451634373,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","7","4",0.542168674698795,0.542392566782811,0.560975609756098,0.534883720930233,0.487702090259994,0.464140534262486,0.0848344129266932,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","7","5",0.481927710843373,0.48886948930598,0.344827586206897,0.508474576271186,0.521118021272903,0.529463116542994,-0.0232273874420521,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","7","5",0.524096385542169,0.52968136185072,0.413793103448276,0.5625,0.511056774639362,0.474756292739706,0.0609111667212181,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","8","1",0.508982035928144,0.506456241032999,0.365853658536585,0.5,0.443488847203365,0.433715925394548,0.0134542225241346,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","8","1",0.502994011976048,0.502080344332855,0.451219512195122,0.493333333333333,0.527825365904471,0.534863701578192,0.0041817403509938,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","8","2",0.5,0.479496457108397,0.373134328358209,0.378787878787879,0.35428627065004,0.434117292326248,-0.0411094756698903,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","8","2",0.487951807228916,0.481456354590683,0.447761194029851,0.384615384615385,0.395107487285089,0.461405095733454,-0.036457885028314,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","8","3",0.487951807228916,0.482861292665214,0.271604938271605,0.458333333333333,0.481992376814697,0.496877269426289,-0.0377918722906414,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","8","3",0.506024096385542,0.504575163398693,0.444444444444444,0.493150684931507,0.462529872709304,0.477705156136529,0.00921479489038659,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","8","4",0.536144578313253,0.525146198830409,0.394736842105263,0.491803278688525,0.489431147508866,0.532383040935672,0.0519721669271251,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","8","4",0.506024096385542,0.505555555555556,0.5,0.463414634146341,0.465600118831746,0.49422514619883,0.0110723287550487,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","8","5",0.44578313253012,0.448366013071895,0.341176470588235,0.446153846153846,0.459838409768681,0.426071169208424,-0.105754842605269,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","8","5",0.475903614457831,0.476325344952796,0.458823529411765,0.4875,0.485892740890873,0.493972403776325,-0.0473665123874714,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","9","1",0.514970059880239,0.516149870801034,0.476744186046512,0.532467532467532,0.494663729776747,0.474806201550388,0.0323835283617772,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","9","1",0.520958083832335,0.522681596325007,0.465116279069767,0.540540540540541,0.526603410748659,0.50007177720356,0.0456391989763538,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","9","2",0.512048192771084,0.509178321678322,0.461538461538462,0.48,0.467169015289344,0.49256993006993,0.0184090161973261,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","9","2",0.530120481927711,0.525495337995338,0.448717948717949,0.5,0.415443726443056,0.449300699300699,0.051534108845641,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","9","3",0.439759036144578,0.434627170582227,0.363636363636364,0.388888888888889,0.412129066882491,0.424485626732818,-0.131564121076332,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","9","3",0.481927710843373,0.482708302933022,0.493506493506494,0.447058823529412,0.467761905390684,0.479133226324238,-0.0345029324419647,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","9","4",0.493975903614458,0.484210526315789,0.368421052631579,0.4375,0.462023331670358,0.503728070175439,-0.0323247836940462,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","9","4",0.548192771084337,0.53625730994152,0.394736842105263,0.508474576271186,0.476946666740009,0.565277777777778,0.075480667300088,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","9","5",0.58433734939759,0.581374853113984,0.554054054054054,0.532467532467532,0.526339415127861,0.577702702702703,0.16221448083865,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","9","5",0.572289156626506,0.565217391304348,0.5,0.52112676056338,0.488074635958685,0.562720329024677,0.13104251368869,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","10","1",0.497005988023952,0.498350071736011,0.423529411764706,0.507042253521127,0.551358158859839,0.514705882352941,-0.00333692661687389,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","10","1",0.544910179640719,0.544978479196557,0.541176470588235,0.55421686746988,0.447076440069858,0.434648493543759,0.0899440548631907,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","ECFP","CV","4","10","2",0.506024096385542,0.498175981322049,0.38961038961039,0.461538461538462,0.443112764443041,0.468626878739238,-0.00372719639642748,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","ECFP","CV","4","10","2",0.512048192771084,0.515175835400554,0.558441558441558,0.477777777777778,0.436003329244403,0.506274624252152,0.0303805000715118,NA,NA,"DILIrank 
 (+SIDER)"
