"dataset","method","descriptor","testset","true_or_y_scrambled_labels_used","train_test_split","cv_split","accuracy","balanced_accuracy","recall","precision","AU_Prec_Rec_Curve","ROC_AUC","MCC","X","specificity","dataset_readable"
"all","RF","MD","CV","3","6","1",0.604790419161677,0.591816078658184,0.447368421052632,0.586206896551724,0.50950348369849,0.583212839791787,0.192065332703589,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","6","1",0.586826347305389,0.576417004048583,0.460526315789474,0.555555555555556,0.533412422128241,0.590659340659341,0.157022016607341,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","6","2",0.55421686746988,0.551829268292683,0.353658536585366,0.58,0.547298675499753,0.537238675958188,0.112963371483362,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","6","2",0.536144578313253,0.536875725900116,0.597560975609756,0.526881720430108,0.51240124192705,0.523373983739837,0.0742872426435282,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","6","3",0.536144578313253,0.536875725900116,0.476190476190476,0.547945205479452,0.575870835457995,0.572299651567944,0.0742872426435282,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","6","3",0.578313253012048,0.578542392566783,0.55952380952381,0.5875,0.605876287587829,0.626306620209059,0.157176086963497,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","6","4",0.5,0.495639534883721,0.375,0.476190476190476,0.483055183382342,0.524927325581395,-0.00897983060391808,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","6","4",0.530120481927711,0.527761627906977,0.4625,0.513888888888889,0.49832758146098,0.538880813953488,0.0559807830198304,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","6","5",0.518072289156627,0.522784999252951,0.550724637681159,0.436781609195402,0.477563275841929,0.525549081129538,0.044969313209725,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","6","5",0.566265060240964,0.561930375018676,0.536231884057971,0.480519480519481,0.463583997282061,0.555356342447333,0.122406294789446,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","7","1",0.562874251497006,0.542647486195873,0.364864864864865,0.509433962264151,0.47431254349783,0.548605056669573,0.0910312291081943,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","7","1",0.562874251497006,0.557832025573961,0.513513513513513,0.506666666666667,0.478794793655321,0.521868642836385,0.115513086474735,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","7","2",0.512048192771084,0.514953542392567,0.273809523809524,0.534883720930233,0.516490680655898,0.534262485481998,0.034129809769,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","7","2",0.536144578313253,0.536875725900116,0.476190476190476,0.547945205479452,0.618948672430671,0.585075493612079,0.0742872426435282,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","7","3",0.524096385542169,0.520283087698818,0.467532467532468,0.486486486486487,0.462414937368216,0.515248796147673,0.0407000231707082,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","7","3",0.512048192771084,0.513424777469721,0.532467532467532,0.476744186046512,0.498860671333979,0.545381584707427,0.0267968187023476,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","7","4",0.536144578313253,0.528864468864469,0.453333333333333,0.485714285714286,0.507707385184827,0.530769230769231,0.0581781969382716,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","7","4",0.548192771084337,0.557435897435897,0.653333333333333,0.5,0.505116567283284,0.584542124542125,0.11625114540703,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","7","5",0.518072289156627,0.517501815541031,0.493827160493827,0.506329113924051,0.491626327065169,0.49760348583878,0.0350341752685741,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","7","5",0.469879518072289,0.470152505446623,0.481481481481482,0.458823529411765,0.470136719531697,0.471604938271605,-0.0596949891067538,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","8","1",0.568862275449102,0.542473591549296,0.366197183098592,0.490566037735849,0.425674911817112,0.525014671361502,0.0902242773726791,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","8","1",0.526946107784431,0.528022300469484,0.535211267605634,0.452380952380952,0.444829334359223,0.504328051643192,0.0554140487978613,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","8","2",0.536144578313253,0.53644018583043,0.511904761904762,0.544303797468354,0.559887612352776,0.529544134727062,0.0729598573117717,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","8","2",0.524096385542169,0.524390243902439,0.5,0.531645569620253,0.564789523352682,0.557418699186992,0.0488336893560862,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","8","3",0.55421686746988,0.556488437177788,0.575342465753425,0.494117647058824,0.457016048652572,0.53269995581087,0.112186471125818,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","8","3",0.530120481927711,0.529091176903815,0.520547945205479,0.469135802469136,0.473127017004245,0.541832375902195,0.0577753012968683,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","8","4",0.560240963855422,0.561695906432748,0.578947368421053,0.517647058823529,0.493350038892451,0.569078947368421,0.122987910594028,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","8","4",0.626506024096386,0.624853801169591,0.605263157894737,0.58974358974359,0.380261628487715,0.371125730994152,0.249270668317062,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","8","5",0.5,0.504946893641787,0.402298850574713,0.53030303030303,0.551408891040488,0.508729812309035,0.010096335483451,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","8","5",0.536144578313253,0.5371017023134,0.517241379310345,0.5625,0.523282521177083,0.522770260439401,0.0741656461950759,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","9","1",0.586826347305389,0.576334776334776,0.441558441558442,0.566666666666667,0.510678316944317,0.553246753246753,0.15861765915268,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","9","1",0.598802395209581,0.59025974025974,0.480519480519481,0.578125,0.577809864400184,0.594660894660895,0.185089632466003,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","9","2",0.566265060240964,0.566265060240964,0.44578313253012,0.587301587301587,0.577008983198146,0.569603716069096,0.136553802499374,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","9","2",0.560240963855422,0.560240963855422,0.590361445783133,0.556818181818182,0.561465014585276,0.563724778632603,0.120701137396317,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","9","3",0.560240963855422,0.559731934731935,0.551282051282051,0.530864197530864,0.545289115751026,0.562572843822844,0.119281541419915,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","9","3",0.518072289156627,0.516317016317016,0.487179487179487,0.487179487179487,0.51528085718868,0.541011072261072,0.0326340326340326,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","9","4",0.536144578313253,0.52732079905993,0.445945945945946,0.478260869565217,0.470597455237717,0.527394242068155,0.0551090283466977,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","9","4",0.493975903614458,0.48927732079906,0.445945945945946,0.434210526315789,0.499869207526151,0.50954759106933,-0.0213951350111514,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","9","5",0.55421686746988,0.550269169212862,0.468354430379747,0.536231884057971,0.509620891942909,0.549978175469227,0.101881296484983,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","9","5",0.566265060240964,0.562345409573694,0.481012658227848,0.550724637681159,0.524978749231097,0.564746107958679,0.126356398100768,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","10","1",0.592814371257485,0.571491228070175,0.416666666666667,0.535714285714286,0.501392725969378,0.595321637426901,0.149987581052428,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","10","1",0.520958083832335,0.504970760233918,0.388888888888889,0.4375,0.408012204913723,0.506505847953216,0.0101268006894883,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","10","2",0.548192771084337,0.541083916083916,0.423076923076923,0.523809523809524,0.49998833701666,0.545673076923077,0.0845087308408281,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","10","2",0.58433734939759,0.57736013986014,0.461538461538462,0.571428571428571,0.582150573745616,0.597683566433566,0.159128142115176,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","10","3",0.626506024096386,0.616753150481838,0.549295774647887,0.565217391304348,0.557255317942931,0.632468495181616,0.234411637467802,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","10","3",0.572289156626506,0.571163825055597,0.563380281690141,0.5,0.492954048194969,0.593995552260934,0.140924348884565,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","10","4",0.548192771084337,0.546268005237887,0.506329113924051,0.526315789473684,0.470901709559461,0.527644405645279,0.0927589647175235,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","10","4",0.55421686746988,0.558998981521897,0.658227848101266,0.525252525252525,0.506154621744184,0.569256510985014,0.120113738266634,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","3","10","5",0.524096385542169,0.537802197802198,0.395604395604396,0.6,0.615277473636609,0.556556776556777,0.0783194837200038,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","3","10","5",0.55421686746988,0.562930402930403,0.472527472527473,0.623188405797101,0.650208807463364,0.558827838827839,0.127095865656011,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","1","1",0.487951807228916,0.482267441860465,0.325,0.456140350877193,0.478654850014552,0.473110465116279,-0.0373202831777948,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","1","1",0.5,0.497819767441861,0.4375,0.479452054794521,0.522577483984737,0.541642441860465,-0.00438959175312201,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","1","2",0.578313253012048,0.574421649934526,0.493670886075949,0.565217391304348,0.530166547411919,0.550632911392405,0.150831499716553,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","1","2",0.524096385542169,0.519787574567147,0.430379746835443,0.5,0.507820748462281,0.499418012512731,0.0401909468607422,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","1","3",0.487951807228916,0.482520564042303,0.432432432432433,0.426666666666667,0.413948063822757,0.466216216216216,-0.0349153062478759,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","1","3",0.475903614457831,0.483548766157462,0.554054054054054,0.431578947368421,0.46529129638008,0.521665687426557,-0.0330557692187687,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","1","4",0.493975903614458,0.480053191489362,0.375,0.409090909090909,0.403715407210664,0.443336288416076,-0.0403981633916179,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","1","4",0.481927710843373,0.488918439716312,0.541666666666667,0.423913043478261,0.42035506012222,0.494533096926714,-0.0220979155994528,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","1","5",0.512048192771084,0.516267247639797,0.341176470588235,0.537037037037037,0.525097082583787,0.515105301379811,0.0347128406594967,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","1","5",0.481927710843373,0.483950617283951,0.4,0.492753623188406,0.529866029107779,0.54400871459695,-0.0325559137235693,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","2","1",0.524096385542169,0.510842490842491,0.373333333333333,0.466666666666667,0.447638858863052,0.524029304029304,0.0224637278886833,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","2","1",0.530120481927711,0.538608058608059,0.626666666666667,0.484536082474227,0.508762657688973,0.541172161172161,0.0779738314327331,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","2","2",0.5,0.505803571428571,0.542857142857143,0.426966292134831,0.398812495902557,0.484449404761905,0.0114939578519778,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","2","2",0.481927710843373,0.482440476190476,0.485714285714286,0.404761904761905,0.437767290722171,0.520163690476191,-0.0346881227394796,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","2","3",0.493975903614458,0.490486564996369,0.345679012345679,0.474576271186441,0.465136702162286,0.488380537400145,-0.0198701629516446,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","2","3",0.487951807228916,0.48721859114016,0.45679012345679,0.474358974358974,0.491940885727149,0.497966594045025,-0.0256018918169574,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","2","4",0.548192771084337,0.542397660818713,0.473684210526316,0.507042253521127,0.460436034919771,0.485453216374269,0.0853903838266806,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","2","4",0.439759036144578,0.436257309941521,0.394736842105263,0.38961038961039,0.505083965467538,0.581140350877193,-0.127364404145953,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","2","5",0.469879518072289,0.481789044289044,0.284090909090909,0.5,0.519621798792829,0.502039627039627,-0.0396220894840541,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","2","5",0.530120481927711,0.529137529137529,0.545454545454545,0.558139534883721,0.519577917912471,0.522435897435897,0.0582072571371785,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","3","1",0.5,0.488180358966876,0.324675324675325,0.446428571428571,0.420917154099819,0.448270830293302,-0.0249335600742456,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","3","1",0.536144578313253,0.535896687582081,0.532467532467532,0.5,0.463932262790425,0.504888370056909,0.0716107409961072,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","3","2",0.578313253012048,0.576615831517792,0.506172839506173,0.577464788732394,0.500464231254167,0.536891793754539,0.154813742799552,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","3","2",0.469879518072289,0.467828612926652,0.382716049382716,0.449275362318841,0.498771098024956,0.518300653594771,-0.0652591392739421,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","3","3",0.536144578313253,0.531905594405594,0.461538461538462,0.507042253521127,0.529340560731995,0.562281468531469,0.0643716284779137,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","3","3",0.451807228915663,0.453088578088578,0.474358974358974,0.425287356321839,0.487912207978482,0.533289627039627,-0.0937613945134533,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","3","4",0.518072289156627,0.514725274725275,0.48,0.467532467532468,0.478974733557493,0.522783882783883,0.0293903233150228,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","3","4",0.566265060240964,0.577435897435898,0.693333333333333,0.514851485148515,0.380871075307401,0.426373626373626,0.157908785831329,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","3","5",0.493975903614458,0.488723992434163,0.379746835443038,0.461538461538462,0.473824751354673,0.482685872253747,-0.0230749708466761,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","3","5",0.487951807228916,0.484722828459188,0.417721518987342,0.458333333333333,0.538723283961149,0.552378873854212,-0.0307904437351103,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","4","1",0.44311377245509,0.441965566714491,0.378048780487805,0.424657534246575,0.41328913366237,0.392324246771879,-0.116978695965614,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","4","1",0.485029940119761,0.487661406025825,0.634146341463415,0.481481481481482,0.504780510699976,0.531779053084648,-0.0258091780851924,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","4","2",0.542168674698795,0.53522149600581,0.246913580246914,0.571428571428571,0.496250604353153,0.533188090050835,0.0863217221912184,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","4","2",0.530120481927711,0.528104575163399,0.444444444444444,0.521739130434783,0.455763099489072,0.456063907044299,0.0570096769729471,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","4","3",0.530120481927711,0.53362381989833,0.388235294117647,0.559322033898305,0.544300526003903,0.52156862745098,0.0702281331802399,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","4","3",0.469879518072289,0.467247639796659,0.576470588235294,0.485148514851485,0.542083078599291,0.542774146695715,-0.0670821856750724,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","4","4",0.487951807228916,0.478541416566627,0.426470588235294,0.386666666666667,0.431943718628295,0.454081632653061,-0.0424079433500135,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","4","4",0.506024096385542,0.493847539015606,0.426470588235294,0.402777777777778,0.42131839954468,0.519807923169268,-0.0122100145977647,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","4","5",0.560240963855422,0.546153846153846,0.4,0.517241379310345,0.490743425603653,0.507619047619048,0.0963525797716242,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","4","5",0.457831325301205,0.464468864468864,0.533333333333333,0.421052631578947,0.478612128291641,0.550769230769231,-0.0714824507538898,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","5","1",0.502994011976048,0.503424657534247,0.506849315068493,0.440476190476191,0.439270198974668,0.498105508598076,0.00679506807305824,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","5","1",0.526946107784431,0.523171087146604,0.493150684931507,0.461538461538462,0.414100649020078,0.475663071990673,0.046074375609025,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","5","2",0.481927710843373,0.494590643274854,0.344444444444444,0.53448275862069,0.510859581004463,0.48516081871345,-0.0113051881429113,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","5","2",0.457831325301205,0.464181286549708,0.388888888888889,0.5,0.520110732113843,0.453728070175439,-0.0722742165517389,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","5","3",0.566265060240964,0.563386524822695,0.541666666666667,0.5,0.490665198544984,0.561022458628842,0.125883403217715,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","5","3",0.578313253012048,0.585401891252955,0.638888888888889,0.511111111111111,0.356757422657863,0.402925531914894,0.169902436992611,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","5","4",0.548192771084337,0.538377352984095,0.402597402597403,0.516666666666667,0.529535028047418,0.53815847074274,0.0796740365324181,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","5","4",0.512048192771084,0.507296074711805,0.441558441558442,0.472222222222222,0.418469012673453,0.471764190865315,0.0146834956558406,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","5","5",0.536144578313253,0.528371890004365,0.367088607594937,0.517857142857143,0.512518577060616,0.562418158009603,0.0599378387459851,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","5","5",0.518072289156627,0.515786410592172,0.468354430379747,0.493333333333333,0.469653145431054,0.494762112614579,0.031683651963728,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","6","1",0.419161676646707,0.413857677902622,0.333333333333333,0.366197183098592,0.377641409889818,0.380870066263325,-0.173869771793614,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","6","1",0.461077844311377,0.470613656006915,0.615384615384615,0.444444444444444,0.441649635377749,0.46355517142034,-0.0613451135753005,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","6","2",0.548192771084337,0.542587209302326,0.3875,0.543859649122807,0.48806131439973,0.504578488372093,0.0896298604188022,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","6","2",0.506024096385542,0.503633720930233,0.4375,0.486111111111111,0.463900062220901,0.494258720930233,0.00732732762039665,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","6","3",0.548192771084337,0.538304093567251,0.421052631578947,0.507936507936508,0.51070327963537,0.539546783625731,0.078652829184192,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","6","3",0.463855421686747,0.460526315789474,0.421052631578947,0.415584415584416,0.423777677968926,0.454020467836257,-0.0788724521087325,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","6","4",0.506024096385542,0.507984901277584,0.345238095238095,0.517857142857143,0.500057340428996,0.478150406504065,0.0168871266243848,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","6","4",0.44578313253012,0.446718931475029,0.369047619047619,0.442857142857143,0.526990975714484,0.537674216027875,-0.107885941062619,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","6","5",0.506024096385542,0.501693916629842,0.465753424657534,0.441558441558442,0.494121761160898,0.531300633377522,0.00337197670572428,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","6","5",0.542168674698795,0.535424952128443,0.479452054794521,0.479452054794521,0.421341372380068,0.470319634703196,0.0708499042568861,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","7","1",0.526946107784431,0.514240506329114,0.278481012658228,0.5,0.437135691867009,0.463679516685846,0.0322798430600885,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","7","1",0.502994011976048,0.496044303797468,0.367088607594937,0.467741935483871,0.467937161080222,0.525388377445339,-0.00817555629789831,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","7","2",0.542168674698795,0.529678362573099,0.381578947368421,0.5,0.523499186098314,0.529970760233918,0.0620257619732699,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","7","2",0.5,0.488742690058479,0.355263157894737,0.442622950819672,0.447849315723299,0.490643274853801,-0.0232666096127246,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","7","3",0.518072289156627,0.504296698326549,0.432835820895522,0.408450704225352,0.419083487601222,0.500376903361978,0.00852175178038314,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","7","3",0.578313253012048,0.595808834614805,0.686567164179104,0.484210526315789,0.456795482442965,0.458766772199608,0.190020114260824,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","7","4",0.55421686746988,0.552845528455285,0.439024390243902,0.5625,0.554606923681485,0.555966898954704,0.108566225038883,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","7","4",0.542168674698795,0.542247386759582,0.548780487804878,0.535714285714286,0.4879572927613,0.496588269454123,0.0844947735191638,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","7","5",0.475903614457831,0.482540375381929,0.344827586206897,0.5,0.497604986228242,0.491342936126873,-0.0363002412987153,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","7","5",0.512048192771084,0.507711334206315,0.597701149425287,0.530612244897959,0.540263432460117,0.521169794849411,0.0156626484089657,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","8","1",0.419161676646707,0.415423242467719,0.207317073170732,0.346938775510204,0.410005562132567,0.402008608321377,-0.185719870590787,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","8","1",0.479041916167665,0.477690100430416,0.402439024390244,0.464788732394366,0.489524312671137,0.526685796269727,-0.045121051210773,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","8","2",0.475903614457831,0.47859188903965,0.492537313432836,0.383720930232558,0.41650864365569,0.497286295793758,-0.0420406209735635,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","8","2",0.481927710843373,0.486054575606814,0.507462686567164,0.39080459770115,0.413972017588481,0.520805065581185,-0.0273995580509585,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","8","3",0.518072289156627,0.514306463326071,0.358024691358025,0.508771929824561,0.501242919064417,0.515904139433551,0.0301205971100759,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","8","3",0.530120481927711,0.53042846768337,0.54320987654321,0.517647058823529,0.456402896251001,0.466521423384168,0.0608569353667393,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","8","4",0.487951807228916,0.481725146198831,0.407894736842105,0.436619718309859,0.443542843918223,0.485599415204678,-0.0368061999252934,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","8","4",0.518072289156627,0.51359649122807,0.460526315789474,0.472972972972973,0.442836198656789,0.490862573099415,0.0272568158361243,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","8","5",0.506024096385542,0.508351488743646,0.411764705882353,0.522388059701492,0.520904230499827,0.521713870733479,0.0170173083952817,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","8","5",0.44578313253012,0.444880174291939,0.482352941176471,0.460674157303371,0.552619694798295,0.58562091503268,-0.110496733010343,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","9","1",0.514970059880239,0.51902095894344,0.383720930232558,0.540983606557377,0.503909974894328,0.489735859890899,0.0394853769814079,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","9","1",0.526946107784431,0.529213321848981,0.453488372093023,0.549295774647887,0.517813607097844,0.462460522538042,0.0590660438240186,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","9","2",0.493975903614458,0.489947552447552,0.423076923076923,0.458333333333333,0.447153408201662,0.470571095571096,-0.020246980937115,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","9","2",0.536144578313253,0.532634032634033,0.474358974358974,0.506849315068493,0.461515276482957,0.509032634032634,0.0656275924192124,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","9","3",0.55421686746988,0.549248504304684,0.480519480519481,0.52112676056338,0.516221085496096,0.539909528673574,0.0992824372391951,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","9","3",0.530120481927711,0.530278710053991,0.532467532467532,0.493975903614458,0.418629356242185,0.454545454545454,0.0603989847257594,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","9","4",0.578313253012048,0.564035087719298,0.394736842105263,0.555555555555556,0.515093008178155,0.547002923976608,0.136197822447059,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","9","4",0.524096385542169,0.519152046783626,0.460526315789474,0.479452054794521,0.428879425889845,0.472733918128655,0.0384476974650282,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","9","5",0.524096385542169,0.51909518213866,0.472972972972973,0.466666666666667,0.433804031219886,0.50352526439483,0.038142771531293,NA,NA,"DILIrank 
 (+SIDER)"
"all","SVM","MD","CV","4","9","5",0.542168674698795,0.548619271445358,0.608108108108108,0.489130434782609,0.461322708809501,0.534811985898942,0.0972385428907168,NA,NA,"DILIrank 
 (+SIDER)"
"all","RF","MD","CV","4","10","1",0.532934131736527,0.537948350071736,0.258823529411765,0.594594594594595,0.553126291344385,0.549426111908178,0.0913622412258371,NA,NA,"DILIrank 
 (+SIDER)"
