Uniprot,RF_mcnc,RF_mclcnc,RF_all,SVM_mcnc,SVM_mclcnc,SVM_all
O00255,0.00040623921806082425,0.0009771462217412967,0.000644245664241622,-0.0398190594755027,-0.04966151263988894,-0.05982226543856506
Q9Y4D2,0.00024043332985821504,0.000553033921346916,0.0007693928521925852,-0.01153700591478726,-0.2699184088998528,-0.02968273344026679
P09038,0.0009495212136237585,0.001119795164844349,0.004790335783842453,-0.14859366151818104,-0.0790259738070784,0.03526359498550088
P01160,0.0003191717759413639,0.0001855312906330645,0.00017887589845428972,-0.005630084984892311,-0.007011094143614776,0.003254015099493914
P0DMS9,0.0014530688102181314,0.0007302554783663142,0.0007679239854061756,0.23500369660389744,0.1771950330509443,0.12420361350563625
P21462,0.00048564539202747167,0.0005919329298189371,0.0004306772846424605,-0.23994031888660608,-0.13616280224552882,-0.22475109924849654
Q99572,0.0001570344466605436,0.0003795813709246296,0.0003592208031857921,-0.012527638275858255,0.1082081448723288,0.008763784077307978
P37088,2.3767082590612007e-05,0.0001588968885034626,0.00032777111091303345,-0.020090898389556713,0.17401693138816002,0.30688112851741034
P17252,0.0005804841012322143,0.0005197054310325149,0.0010890371553299327,0.062085569908695085,0.1038953908625169,-0.09496477677170162
Q08209,0.0002829028799551254,1.263299146923968e-05,0.00019454393628768623,0.011470773458800982,0.03902708004803579,0.04874609026072918
P46531,8.808369559695176e-05,3.530583777783284e-05,0.000410177116965167,0.08871041817965275,0.07899576936387327,0.13806932104412492
P42345,0.00039677787189426757,0.00030580418776687346,0.000560910926031872,0.28526538552127767,0.26519399855734666,0.3085792050308925
Q9NY91,0.00014439518374320125,0.0002770717450877022,0.001394681666512915,0.021663229103395312,-0.0017302352929441651,-0.2616340092540105
P21554,0.00011492745943810817,0.0003883204283734129,0.00031097826930715476,-0.12394333972700086,0.024968331895661645,-0.009207879139755525
P35346,0.00029816374727289563,0.0007152393642155127,0.00047214748377098526,-0.056902842706124376,0.01593903271068815,0.13502994277218786
P53355,0.00037070388237596803,0.00038774903950785007,0.0005119429730148779,-0.09310451361339764,-0.13744176553622778,0.06831545847502908
Q6PIU2,0.0,8.421312530723803e-05,0.0004087137783789919,0.04143630209712647,0.009382825630147931,0.18384478384813846
P24863,0.00041768825510486463,0.00036731894368073533,0.0007247342264554402,-0.0017561061418223944,-0.07606888672888394,-0.1413227202731822
P07333,9.68042517290796e-05,7.245148567104796e-05,0.00032600267213123266,-0.060576852326153126,-0.10174788596592568,-0.020399606142872503
Q9GZR1,0.0003518549836820489,0.0006900751153608517,0.0007864213517400721,-0.1673891662358005,-0.17133143621270028,-0.3141587812565189
Q14330,0.000474061283475953,0.0006750338033237154,0.0006139575769372657,-0.008716210427115866,-0.0470120004062424,-0.3410863290520811
Q9UBL9,0.00043664930433270373,0.0002731459063430283,0.0003766947409022715,-0.01979634311091664,0.025166891024288974,0.033731898456405854
P05412,0.000614899199709811,0.0005163872110188459,0.0006464373514074333,0.036542761836489385,-0.21208189649191087,-0.49155417313903127
P27448,0.0009569287242925311,0.0005240300550153582,0.0007703044004855073,-0.04322716968387783,0.29379512274486574,0.4809255311366877
P31639,6.968662888500361e-05,4.146808870413237e-05,0.0003188516024425313,0.014135413990375168,0.007982802464149197,-0.2570768586575363
P51617,0.0010147210774708601,0.0019028426261195705,0.0008388667285278983,0.043087535369846025,-0.04203503617232708,0.23769892364458572
P08236,0.0009439056086835783,0.0003396654021041335,0.0005920851127915968,0.19167883539791,0.2794748253406151,0.35801044265172244
P23141,0.0005662718786296015,0.0005211309551476559,0.0005934560578600495,-0.28745726356483037,-0.21871289831434723,-0.3873360636092583
Q01196,0.000683994264722913,0.00038858920763186304,0.0005781524237874311,0.0554429737370696,0.14463533454705368,0.008683957711527229
Q9Y271,0.0006656968209162976,0.0004067729213977466,0.0005180493401993534,0.0599958208767703,-0.017436654977855487,-0.08484101314559624
P62937,0.0008383925472272035,0.0004256428197860622,0.0007411395863212717,-0.1119813303577733,0.09714890028373996,0.24272336013743648
Q9H3R0,0.0010504901180496881,0.0012395164087867215,0.001009734260619728,0.0542489263538319,0.12439265463274773,-0.11407989433162302
Q15788,0.0009552601070690551,0.00026074314924230517,0.0009426495905986672,-0.11891684238684669,0.08367177112463617,0.11467380410960226
O14764,0.0004576662870762108,0.0010067513884744388,0.0007978845019417139,0.1943271896363038,0.2610659647839069,0.3579118396227993
Q8WU08,0.0001514961745796742,0.0008381078833111315,0.0006180270164420883,0.07341764244737227,0.007126955543335714,-0.11570302896675928
P22455,0.0004891112243522726,0.0011052079069325785,0.0009111931232109237,-0.12011858034305939,-0.018820222699408067,0.0026203707728099956
P50570,0.0004963929925330242,0.00027571361718650776,0.0004812505088141221,0.02825420065659543,-0.002805589404996869,0.22927187039436991
Q13332,0.0002393283411984047,0.0002665805798924393,0.0003221518178397628,-0.04713754097338403,-0.12446662595938171,0.02935172789324784
P42892,0.0008733052461977187,0.0006292005511435143,0.0006269642435722074,-0.1452858126861467,-0.19042654466321865,-0.29664240675616815
Q8TDD5,0.0006474603806608965,0.0005100129309161894,0.0006589682060899379,-0.16878156360074106,0.0015579126456065828,-0.19250514981920042
Q16790,0.0003475696088680048,0.0005961441248913553,0.00040028955492376337,0.12626739647980526,0.4168804247818032,0.37279804640404796
P00374,0.00039348937350871,0.0005076189803571896,0.0003570338247367059,-0.18405224581253476,-0.0797451365485838,-0.02363985144465515
P42574,0.0004271539325435734,0.0006584534413469215,0.0007328528732881388,0.29830905601484187,0.0884747566380398,0.051880898281264916
Q99720,0.0010136823005144464,0.0008195008302473097,0.0011039207825449793,0.32786765510660265,-0.009337053509992109,-0.290648845146651
P41597,0.0003193404601059413,0.00011633236854603296,0.0002376837660688957,0.026025306673922263,-0.0975208752851348,-0.13171383519259072
P25106,0.0006195493394251717,0.00017802151701091338,0.00030745150798990755,0.0283786602718106,0.009155634201806607,0.018633451190890223
Q9UM47,0.0006538208614914002,0.0005473480003646768,0.0008549095149018272,0.021026592188260175,0.0802760159090295,0.08288395088488253
Q9Y4K4,0.0012941566965638572,0.0006811548996033961,0.0009953465880159166,-0.04845107911308951,-0.150687293451875,-0.6610558058776931
Q13976,0.001590205718492401,0.0037820014362465243,0.0019796685400957745,-0.09382632819908808,-0.027163023225870945,0.38998768832214564
P15090,0.0006272928120666336,0.0007112952630971876,0.0005054662531012993,0.3087020960958756,0.44936404667008445,0.282788574923451
O95665,0.00018406577755945359,0.0002597321808591647,0.00037533440356263476,-0.06743695947745247,-0.016069039918133184,-0.074761244834902
O43293,0.0008287684988892057,0.0009355037864946797,0.0007543689604652222,0.028010738966933006,0.06571048513221411,0.14691982996717068
Q9UJM8,0.00014540371373414335,0.00013326352356908457,0.00015851747364155778,-0.02895218222123806,-0.026066576432544668,0.025474419157714118
Q9HAZ1,0.0005470964431414807,0.0005194064440995109,0.0009132731821076406,0.3730280102530266,0.3411890960833115,0.17302790435628684
P17706,0.0006673421082911274,0.0002538580267473116,0.0006520627401347284,0.09699904482901917,0.06881137241557521,0.060407375621063755
P37288,0.0009254974549020392,0.0005029111101168491,0.0006579250078728002,-0.2405794805848099,-0.41225009841963234,-0.345580226293462
P22413,0.0007892804097346543,0.00021790452746651203,0.00032654308928337474,0.003227452569884954,-0.036014821183706275,0.05026188461083933
Q15139,0.001341604513714975,0.0005915911442230502,0.0015412963422204943,-0.06603008685648597,-0.0708207866482169,-0.4050282148015716
P06239,0.00012520551980516699,0.0004162144256948313,0.0003646050703727333,-0.03065809071295715,-0.3589100896977958,-0.6557947241189415
P48764,0.0003273060149568357,0.0004322640320485573,0.0004558439549179295,0.08341138552792042,0.07079112430890522,-0.06149119209554249
Q9UBM7,0.0007862396173251853,0.001378004031674059,0.001690411789149811,-0.08424674362227635,-0.0008175758930081707,0.14747403565929015
P32249,0.0002739168826625824,0.00014860057548751353,0.0003841671857650065,-0.0678709650512673,0.028788469112745636,0.03748859193219502
P00492,0.0006369023823488188,0.0004356766519393022,0.000478910825546134,0.002688921609170444,0.08710857651182934,0.03796527204268531
P41279,0.000772696572319328,0.0003307723652148459,0.0003291388693899482,-0.05116496386623705,-0.06233021244676502,-0.09845355676912491
P37058,0.0004195772721082184,0.00047317478563939873,0.0006375084868370391,0.18365816332844243,-0.07442134900968884,0.1271608042116581
P50750,0.00012935700153538952,0.0002307613691333949,0.0004000678934379811,0.10405613542107583,0.12816213709682445,0.028227839716873683
Q2TB90,0.000632084583855135,0.0013345942037833452,0.0009233372303840047,-0.24361695712305528,-0.41132148066519947,0.11198201804556186
Q16512,0.0009264941916379794,0.0007511549822642341,0.000659314061337356,0.08570025135507875,0.18037270838672453,0.23036939064377726
O15075,0.0015314565169957353,0.0006724124259032251,0.000909919283324322,-0.0005202314374834413,0.07571757399573217,0.13216410961196423
P50336,0.0006169639789942307,0.0009096782102297491,0.0003591411583133262,0.07624691752884655,0.07412809957646994,-0.021633068655944283
A5LHX3,0.00017111265020265881,0.00017730398008771527,0.0003383224000492622,0.0832983760075234,-0.003869656643197187,0.019713151455358815
Q96D53,2.183262986988343e-05,0.0005463825617199039,0.0004713927851206238,0.18437995262618997,0.034182572440730724,-0.1510492184518038
P35372,0.004379527614268519,0.002742786014992703,0.002099900040831287,-0.3352222628643018,-0.4104295839017552,-0.6527502450974749
Q9UBT2,0.0005210827188910118,0.0005980017924115797,0.0006508745491111188,-0.027655547570015204,-0.33096606625350156,-0.40269134484525704
P15056,0.0003760069159904378,0.000491055636419217,0.0002152073335678619,0.03025615033810679,0.09507535611386507,0.1298399426194333
Q9P0L2,0.0001855518922595805,0.0002772232443525488,0.0005563381005906183,0.05789430507008038,0.14826309537808813,0.2854237803640225
Q9NYY3,0.000866548283963281,0.0003031417007600264,0.000721458326522091,0.0021707716498156615,-0.1913408869669364,-0.15045621599512235
P54829,0.0003079932658672041,0.00032128692828244153,0.0005006706679278894,0.009511036086887695,-0.0465925411140686,-0.2524359863825403
O95067,0.0009671116728278033,0.0017554857159166794,0.0009758265696701422,0.3583493684238642,0.3078313126667648,0.3345605713587678
P08631,0.00013967337774821448,0.00035278449686900533,0.00028587008904208883,-0.036785811670037825,0.09553772877718467,-0.22414222165796446
O60502,0.0005060967527765622,0.0007505155192158278,0.00190061666105275,0.01090634237622629,-0.01896346920237365,-0.20566574533549462
P48048,0.0004523377642727581,0.0003124164929174904,0.00036253827387118564,0.003270680065846563,0.04028158183984479,0.03700709589284983
P21453,0.0005964526779480267,0.0004937086276261364,0.0005627796327350049,-0.004687393505019855,-0.11296947750828767,0.08033117445045962
P68366,0.0007665824386488602,0.0004944789158240455,0.0004657680905482051,-0.1310865820858192,-0.027357820578426426,0.004757956092137658
Q08499,0.00036717917425661774,0.000496038435614473,0.0006442540884628704,-0.2175339647936353,-0.2579327965164368,-0.541657634827722
P29317,0.0004814991145778451,0.00034416563573797323,0.00046388637773346424,-0.05241449286244561,-0.022401884807448324,0.10035587861971518
P48169,0.001225623008537909,0.0011128217325355482,0.0015729097542458589,-0.16601798435980974,-0.3684644715569222,-0.18980305854883106
P14416,0.0033982254661830283,0.002175145711680357,0.0013135258813107452,-0.14813432287871708,-0.0773969386204992,0.08701330624711343
P46095,0.0001460756165419657,0.00011239301571980651,0.00024219547417461814,0.039160520449502065,0.003080665157843762,-0.0005067892139474632
P13500,0.00023379898104292877,3.37414956822445e-05,0.00015778025409429617,-0.02731918091454124,-0.04938937332166433,-0.042065920901484324
P51684,0.0004221859112487523,0.0005761793664257346,0.0004959003099511815,-0.13984030489544458,-0.03234754604138395,-0.06526722370727955
Q16832,0.0006752779262614383,0.0008778183220421037,0.0007945900055661191,-0.03243749654294772,-0.06911840466511361,0.07881809406271324
Q8TD19,0.0005874784544373145,0.00036983183603566327,0.00033723620101587455,-0.0258856640083459,-0.0932194207537289,-0.04017182221573752
Q9P286,0.0005870852597401568,0.0003797857846235129,0.0004193722468867312,-0.014550845663573345,0.037290335073917755,-0.014852159025936122
P28223,0.0003062408821503851,0.00044445601444209046,0.0006044879154065797,-0.04088417687838096,0.10300919551642952,-0.21262781148087245
Q00526,0.00024658744762715294,0.00029422550830463684,0.00043169827602981185,0.04721749278232586,-0.0332163761417755,0.005312007070105981
Q9UIF9,0.0005773559104014882,0.0004151459773997219,0.0003739821703095817,0.0181389122420924,0.09528924603883272,0.09215705651328314
Q9NR96,0.0004965177028639828,0.0005133247747895905,0.0008694309289146528,-0.04032291449981878,-0.10221272650209035,-0.44545452901085636
P0C264,0.00043830171227239714,0.00033579044179158366,0.0006260358744407039,0.06372803198901908,0.01346442795145811,0.171091456418967
Q9NRA0,0.0007951115011057753,0.000514035691865189,0.0006362424297275784,0.04923331836096566,-0.0020958218598207618,0.008956595827937274
P55201,0.0002545071193990616,0.0003337718888785525,0.00029578359683150136,0.05845982660406236,-0.044281030891940194,-0.015405857733697088
P11142,0.00034177173735731414,0.00044211295198723165,0.0005188651114393327,0.19887408794907513,0.09227245285521113,0.007165842748922829
Q9UIF8,0.0007328424933285187,0.0005699022761969442,0.0005426491254928451,0.11544227629740539,0.015209231258094723,0.3818345060680269
P05107,0.0008606436015656248,0.0005838160924762012,0.000961734958640626,-0.0909063527056781,0.046668690808499474,-0.1489166121019503
Q02880,0.0001373701088229474,0.0005177829268483146,0.000600187651213213,0.15934366135924555,0.10669461004275169,0.5487134076388548
O14733,0.0006078657477007839,0.00032257968561250864,0.0004527716475966709,0.11752097997357483,0.0332393046404212,-0.2682234672498899
P07288,0.0001225758417113401,0.00017350118252129954,0.0002865359472763333,0.004941199661035152,-0.018454223162208173,-0.016404486244149627
P42330,0.004409270199314768,0.001137633492186174,0.0010571243593169625,0.4845209295837241,0.2550598688199627,0.5262929586518823
Q8TDS5,0.0001117941890617923,0.00014941823914836513,0.0002811712138898402,0.011749243772172218,-0.030222411024803306,-0.1705150481684965
P28065,0.00020852717529991783,0.0001616239796440207,0.0003450636726749053,0.0201180683732397,0.017267991524387346,0.07112988142762754
Q9Y345,0.0002790375939838506,0.0008078958859779829,0.0006673346221956145,-0.28596389754956586,-0.31281340558238385,-0.3482829614786176
P51679,0.0004281996941602785,0.00052146326434678,0.000620929311118541,0.14849880978599672,0.29892101220244677,0.2490002701802308
O00142,0.0003983721564164432,9.755489360472508e-05,0.000275192933087261,0.2420330808968742,0.24351773363360463,0.16585656915758212
P08254,0.0006306418773239103,0.00030951214321189917,0.0009210436972836542,0.016511837329990522,0.08136788716642407,0.16955814163844293
P10599,0.0016616394569069078,0.0002903591197042577,0.0004670037539888717,0.13221028023273512,0.1387841283532084,0.12115334553600335
P49760,0.0008920160873203773,0.0005744197134464157,0.0008697196601639689,-0.03087599521083997,-0.1792437116648063,-0.28828599661068255
P18507,0.0005749715073990105,0.0006187698744567736,0.0007086279060380602,-0.23157944981383236,-0.2349568794822941,-0.28248133849229307
P11021,0.00011163019072591157,8.834701277677742e-05,0.0002583539175868034,-0.12995523935536557,-0.18178773756222896,-0.13970406527551843
O95271,0.00017649807798736047,0.0001241444697673544,0.000526635326143212,-0.053619126184944146,0.02909887236814889,0.016564974067569602
P45984,0.0019280083828913243,0.002431155419531306,0.0020662098354823277,0.13892276823524383,0.23290686026029395,0.22623980095660362
P32418,8.647728565053013e-05,4.7257374621058965e-05,0.00011588347911995323,0.02061044725281283,-0.011957376674604914,-0.010568287188236316
O00418,0.0008638017871146809,0.000630048664748473,0.0008550004671269969,-0.09720376145532932,0.08202618804281678,0.23445309007474138
P07195,0.0006181570486378498,0.00032963367055999606,0.0007264473672404024,0.12324437452979674,0.08450250857414286,3.338731549955287e-05
Q99705,6.371391447413519e-05,0.0003429892160738165,0.0002008401691747586,-0.07551640867396553,-0.06219526033030034,0.008112070758493128
O15554,0.00034619853431479264,0.00043291433313992055,0.00041441205453192093,0.053846781632187486,0.015850590767860488,0.24964702888573292
Q8TE04,0.0,0.0,6.636023807980658e-05,-0.005071283457650051,-0.007305218245513986,-0.016746693001013425
O43174,0.000689384317656056,0.0004017460893108,0.0007801029481525282,-0.1829887858179725,-0.0253690173128428,-0.0009263884530911343
O15244,0.0009353195587770504,0.0013991655464263846,0.0011434658414171493,0.14288001921452856,0.2502996649443654,0.11717209040060295
Q9BXC0,0.0002602145007568096,0.0002223831438675608,0.00021457707766381264,0.00033409322651851037,-2.4952815530564047e-06,-0.05791238678493041
P11229,0.0029930563219922306,0.0033171713703414123,0.0029705754646102336,0.02690233560397045,0.0220863782782122,-0.4982601069156479
P01100,0.0005586902798993265,0.00039836216915066557,0.0006824696669390246,-0.024876745710177436,-0.11613397580479629,-0.2714102174886189
O15151,0.00046294599683761146,0.000876144091278572,0.0005647606928946417,-0.027104317426919912,0.060154004015501604,-0.03878983978656304
Q96KB5,0.0009739300322787703,0.0007875636111949115,0.0007598299158173564,-0.13882584811877058,-0.0746529122428787,-0.10890986959684561
Q15078,0.00029631508750490817,0.0006228253903874008,0.0005050996933652809,0.060022064155006154,0.11529149719102286,0.33459350350544037
P54289,0.0007979084899702923,0.0005889793017689749,0.0005198456133228712,-0.17244262523223486,0.023232032457460257,0.1540712899255584
Q96LA8,0.0013402490736536669,0.0014169739011920311,0.0011301437357149808,-0.006885433715309008,-0.22605746655984538,-0.03296237542104692
P11086,0.0010126680932691415,0.0015177869097233664,0.0008364381476447188,-0.05726707214722733,-0.14572767507473577,-0.22793779180997847
Q86TI2,0.0004841879321175385,0.0007619057997063786,0.0007457221301451916,-0.09062723035041373,-0.007369965048408572,-0.05705160170760819
Q13451,0.00023528607289547573,0.00035685255591405216,0.0003149332304003944,-0.02233419868876442,0.0035020409226193374,-0.0875368409789283
Q01432,0.00018595443712271596,0.0002685678898088243,0.0003868572409994606,0.07089818312026465,0.0674615369713505,0.17216210501396617
P11926,0.0005134341999335406,0.0004386494242594964,0.0006178683308127753,0.026863385409184523,-0.000982911934722491,0.08002514740231867
P43088,0.00029317924564225157,0.00019045575213451902,0.000588196451730911,-0.21673748327699563,-0.30774180668815093,-0.5691479791131948
Q9UKM7,0.0003619755279277596,0.0006117627520948142,0.002223770352105459,-0.08277000378897306,-0.15983460270885777,-0.25074265966368975
P45379,0.0005864851023522002,0.0006865513581371829,0.0006126360256219726,-0.03490238129840259,-0.0966190848373932,0.03587670618698632
P15692,0.0003508586010146328,0.0008722653286044372,0.0008413144783915512,-0.13626801366182978,0.025224999413350904,-0.2270447092490156
P11309,0.0005009954499407709,0.0003598630110028012,0.0005972285946357842,-0.08151215899347317,0.003316431941333982,-0.04866135165316539
P13612,0.00024839996863943207,0.0004913582987478471,0.00033803082898310234,-0.07665607490637556,0.18390150080497744,0.09747713565419341
P18846,0.0003321214016181399,0.0001595695136449615,0.00010145424756282576,-0.008667666782284948,-0.009520349578642876,-0.036401022749116836
O95069,0.00023445819314621554,0.0007002259843717295,0.0009553985851325998,0.38787544002869784,0.5888372740027973,0.6088690460273265
Q92542,0.0005571991928723679,0.00025939301034332024,0.0005718070190149274,0.13095470288092595,0.09075178741837005,0.10997816735331027
